GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P
339448       1    3795697    3851857     74       6  7192       1.0042      0.15765
55966        1    4680105    4853851    502      64  7602      0.40678      0.34208
261734       1    5912870    6087618    355      13  7987     -0.81294      0.79187
8514         1    6017358    6171253    236      25  7663     -0.70131      0.75845
26038        1    6151847    6275194    217      25  7242       2.0498     0.020192
388591       1    6231189    6291359     38       7  7388       2.3041     0.010609
6146         1    6235080    6294679     35       6  7415       2.1353     0.016368
390992       1    6269252    6315638     33       5  7272     -0.05493       0.5219
23463        1    6271253    6331044     49       4  7095     -0.28461      0.61203
387509       1    6297406    6356035     62       7  7136      -1.0387      0.85052
11332        1    6314332    6488826    233      12  7593      -1.1328      0.87136
83715        1    6449836    6531004    134       9  7668      -2.1494       0.9842
54626        1    6465292    6519724     70       5  7701      -1.8285      0.96627
8718         1    6510787    6562432     46       7  7176      0.49743      0.30944
57449        1    6516152    6615121    166       8  7565      0.54244      0.29376
79707        1    6571407    6649658    138       3  7612      0.51507      0.30325
80835        1    6579987    6649817    118       2  7742      0.46179      0.32211
3104         1    6605051    6659340     65       4  7512      0.33668      0.36818
148479       1    6638756    6694093     55       5  8084      0.67696      0.24922
9903         1    6640784    6697958     64       5  8102        0.667      0.25239
90326        1    6649925    6705646     69       6  8103      0.71083       0.2386
55735        1    6684228    6796966    180      11  7904    -0.096318      0.53837
23261        1    6810384    7839766   1875     126  7758     -0.78396      0.78347
9341         1    7796329    7851492    117      17  7959     -0.46235      0.67809
8863         1    7809413    7915241    253      18  8039     -0.35072       0.6371
10911        1    7897672    7948551    171      18  7891     -0.47516      0.68266
3604         1    7965931    8038225     69       8  7029    -0.050631      0.52019
11315        1    7986714    8055342     72       6  7220     -0.11163      0.54444
54206        1    8061779    8121393     65       5  7620     -0.41468      0.66081
50651        1    8343171    8414227    123      13  7047       1.2532      0.10507
473          1    8402464    8912699    530      13  7917       2.2665     0.011711
2023         1    8911059    8974151     91      10  7514      0.76343       0.2226
765          1    8970893    9045151    167      27  7401      0.79626      0.21294
155184       1    9053359    9121404    140      18  7370       1.3207     0.093295
6518         1    9087005    9166763    188      16  7546       1.2361      0.10821
80045        1    9153472    9224229    118      12  7414     -0.40951      0.65892
9563         1    9259822    9341396    235      24  7403      0.21374      0.41538
80176        1    9300202    9439591    329      44  7213      -1.9785      0.97606
84275        1    9564528    9652831     55       2  7601     0.094476      0.46237
199953       1    9613932    9684935     55       3  7811     -0.48667      0.68675
5293         1    9676789    9799172    109      15  6936     -0.42089      0.66308
22883        1    9779079    9919550     97       7  7173      -1.4117      0.92099
56998        1    9898334   10005316     68       8  7309     -0.36769      0.64345
64802        1    9968486   10055556     76       6  7338     -0.67156      0.74907
84328        1    9972168   10038460     63       5  7437     -0.84503      0.80095
116362       1   10022255   10086078     40       3  7107     -0.04877      0.51945
10277        1   10058041   10251297     62       6  7254     0.063716       0.4746
23095        1   10235606   10451664    259       5  7877      0.75578      0.22489
5226         1   10423884   10490565    103       7  7624      0.66042      0.25449
378708       1   10454944   10520239    100       9  7807      0.99225      0.16054
100526739    1   10455159   10522060     98       8  7802       1.0123      0.15571
1325         1   10474776   10522060     77       6  7870       1.1028      0.13505
5195         1   10500003   10700815    303      15  7973      0.13862      0.44487
1676         1   10510588   10567613     90       6  8024      0.34927      0.36344
54897        1   10686661   10891733    140      31  6943      0.44017      0.32991
148345       1   10996530   11077094    103      12  7039     -0.55528      0.71065
23435        1   11037462   11095549     64       5  7102      0.22682      0.41028
10747        1   11076580   11142296     73       2  7595       0.5855       0.2791
6723         1   11104649   11155091     46       1  7677      0.62608      0.26563
5394         1   11116675   11194961     50       1  7814      0.78575      0.21601
2475         1   11156588   11357614    111       2  7864      0.96844      0.16641
10218        1   11214346   11266038     19       1  7946      0.99951      0.15877
29914        1   11298255   11358491     33       1  7668      0.59166      0.27704
57540        1   11504295   11607640    208      13  7547     -0.14339      0.55701
93611        1   11679432   11733384     63      10  7020       0.3316       0.3701
26270        1   11689150   11744411     66      14  6970     -0.20699      0.58199
26232        1   11697924   11749888     43      12  6871     -0.52674      0.70081
374946       1   11716781   11790336     78      17  6999      -0.1743      0.56919
10459        1   11724537   11786678     70      15  7010    -0.050417       0.5201
57085        1   11761142   11820828     74      14  7168     -0.92826      0.82336
284498       1   11788827   11859642    194      16  7655       0.5028      0.30755
1185         1   11831153   11913201    333      14  7847      0.84229      0.19981
4524         1   11835787   11901160    266      12  7852      0.91467      0.18018
4878         1   11895766   11942840    159      18  7633      0.92091      0.17855
4879         1   11907521   11953992    144      14  7708      0.86403      0.19379
5351         1   11959724   12045599    198      16  7924      0.59334      0.27648
90231        1   11969645   12021485    128      12  7963      0.42997      0.33361
9927         1   12005238   12083572    173      16  7985      0.38838      0.34887
60672        1   12044299   12102106    101      11  7756      0.63571      0.26248
943          1   12088434   12214264    163      28  7165      0.73862      0.23007
7133         1   12192044   12279279     85      11  7291      0.14598      0.44197
55187        1   12255101   12582099     90      13  7088     -0.28865      0.61358
9249         1   12617939   12712820    156      20  7367     -0.48757      0.68707
343066       1   12669566   12737097     62      11  7174      0.38169      0.35135
126767       1   12741118   12798726    106      10  7509     -0.37259      0.64527
93190        1   12771163   12831102    134       7  7922     -0.49063      0.68815
390999       1   12799984   12848049     70       5  8029      -2.2479      0.98771
65121        1   12816546   12866777     35       3  7907      -2.5235      0.99419
126755       1   13791445   13875242    180      25  7395       1.3725      0.08496
10630        1   13875252   13954452    135      24  7331      0.43443      0.33199
7799         1   13991714   14161574    216      18  7816       1.3218     0.093119
23254        1   14184646   15454544   3089     229  7552     -0.11264      0.54484
55092        1   15444028   15556974    503      27  7823      -2.6353       0.9958
727684       1   15480692   15533120    229      20  7806      -1.5829      0.94328
114827       1   15538730   15734767    472      41  7654      -1.1206      0.86878
79180        1   15701391   15766839     98       9  7658     -0.27304      0.60759
11330        1   15729938   15783153     67      12  7333     -0.31811       0.6248
63036        1   15748223   15808586     88      12  7414     0.078834      0.46858
51032        1   15767596   15827895    129      14  7743     -0.64187      0.73952
842          1   15807896   15886407    191       7  8206      -1.0198      0.84609
23341        1   15818343   15908228    198       7  8188      -1.1244      0.86958
79814        1   15888194   15946605    191       7  7937     -0.19089      0.57569
84301        1   15908953   16005539    257       6  7982     0.068906      0.47253
6248         1   15951364   15998217     83       3  8129       0.2573      0.39847
23207        1   15975632   16071264    189       9  8085      0.31703      0.37561
284723       1   16027721   16077884    105       9  7869      0.57968      0.28106
388595       1   16033987   16084292    107      10  7811      0.88171      0.18897
54751        1   16048107   16123089    112      15  7388       0.7708      0.22041
440567       1   16123657   16169194    177       8  7874      -1.4096      0.92067
23013        1   16139359   16276951    263      13  7936      -1.5681      0.94157
7709         1   16258364   16337627    188      17  7966      -0.6593      0.74515
101928566    1   16267626   16333701    167      15  7963     -0.63481      0.73722
149563       1   16295731   16343184    166      14  7925     -0.19561      0.57754
1187         1   16313486   16370548    240      19  7842      0.61748      0.26846
27129        1   16330523   16381084    204      17  7778      0.87628      0.19044
1188         1   16335231   16393821    200      17  7743      0.86721      0.19291
348487       1   16374264   16435127     89      10  7134      -0.7621        0.777
1969         1   16440832   16517582    112      11  7773     -0.62432      0.73379
128272       1   16514599   16574104    142      10  7960     -0.52042      0.69862
101927546    1   16541343   16588528     72       5  7981     -0.65192      0.74277
79363        1   16548182   16598659     77       5  7964     -0.73753       0.7696
54455        1   16563339   16713965    242       9  8066     -0.38634      0.65038
26099        1   16658525   16734643    139       9  8106      -0.2499      0.59867
374955       1   16712101   16798919    149      18  7794      -1.0221      0.84663
55707        1   16732167   16796585    103      13  7683      -1.1343      0.87166
100133301    1   16830561   16876198      2       1  6660      -1.4501      0.92649
9696         1   17213445   17309474     50       8  7309      -1.5222      0.93602
4237         1   17290997   17343081     80       9  7290     -0.29014      0.61415
23400        1   17302453   17373467    131      10  7436      0.64104      0.26075
6390         1   17335217   17415665    256       9  7806     0.060841      0.47574
11240        1   17383256   17480948    278      14  7563     -0.61844      0.73186
29943        1   17496621   17582501    227      18  7844      0.27731      0.39077
51702        1   17540593   17620728    248      28  7804       1.3938     0.081683
23569        1   17599690   17700495    387      21  7923       1.0793      0.14022
353238       1   17663741   17738195    254      17  7925       0.5972      0.27519
55920        1   17723251   17801250    149       9  7855       1.1329      0.12863
55160        1   17811693   18034370    304      24  7436       2.0248     0.021445
81569        1   18046808   18163558    179      15  7673      0.46882       0.3196
84966        1   18399240   18714977    684      80  7540       1.1464      0.12582
127707       1   18772424   18822540    157      19  7799      -0.4834      0.68559
5081         1   18922500   19085360    229      29  7446      -0.7027      0.75888
80834        1   19156093   19221155    104      13  7521     -0.47689      0.68328
8659         1   19187924   19264293     50       9  7314     -0.75196      0.77396
126917       1   19220774   19317826    190      16  7614     -0.24399      0.59638
23352        1   19391000   19571812    251      14  8015       1.1848      0.11805
23065        1   19532158   19613053    163      15  7897        1.647     0.049781
51154        1   19543075   19596622    124      12  7838       1.6458     0.049908
22977        1   19599057   19650280    110      18  7884       2.3609    0.0091148
54896        1   19603740   19668925    148      19  7910       2.2264     0.012993
8574         1   19619202   19673640    134      16  7918       2.1281     0.016664
832          1   19655267   19847066    459      22  8006       1.1798      0.11903
440574       1   19888471   19966315    171      14  7898    -0.069892      0.52786
100532736    1   19888471   19994949    226      21  7779    -0.069261      0.52761
4681         1   19934723   19994949    113      18  7645    -0.060005      0.52392
3362         1   19956780   20016055    115      14  7557     -0.11597      0.54616
255104       1   19998706   20161424    292      29  7658     -0.86291      0.80591
54546        1   20130522   20176771    100      17  7417     -0.74701      0.77247
23252        1   20173356   20249438    181      19  7808      0.23104      0.40864
30814        1   20236800   20285110    103      13  7653     -0.19237      0.57627
5320         1   20291924   20341932    112      18  7130     -0.68859      0.75446
5322         1   20351157   20428394    174      17  7718      -1.5729      0.94213
26279        1   20429143   20481059     58      15  7069      0.27973      0.38984
64600        1   20430823   20486879     62      15  7176      0.41144      0.34038
127733       1   20477578   20532540     69      10  7504      0.40117      0.34415
391013       1   20480484   20536687     66      10  7461      0.23058      0.40882
127731       1   20582412   20691662    350      28  7814     -0.73506      0.76885
55450        1   20798884   20847728     69      10  7714       -1.017      0.84542
79594        1   20815941   20869674    119      11  7857     -0.90432      0.81709
163933       1   20843932   20891513    144      16  7818     -0.68069      0.75197
978          1   20880444   20955401    347      24  7966      0.39426      0.34669
65018        1   20924948   20988004    234      17  8110     -0.24747      0.59773
1650         1   20968260   21023037    124      17  7949     -0.88629      0.81227
57576        1   20980475   21079317    176      29  7648      -1.4149      0.92145
400745       1   21036225   21094133     90       9  7580     -0.23573      0.59318
50809        1   21059170   21148808     67       3  7694      0.63966       0.2612
8672         1   21122785   21538381    375       6  8005      0.23274      0.40798
1889         1   21533740   21707034    357      32  7826     -0.49648      0.69022
84224        1   21731583   21821393     84       8  7522     0.043165      0.48278
249          1   21800475   21914905    319      31  7792       1.8179     0.034541
5909         1   21912708   22031010    277      37  7741     -0.28754      0.61315
84196        1   21994791   22144688    311      20  7963      -0.2265      0.58959
401944       1   22103758   22161714    104      18  7722     -0.67687      0.75075
3339         1   22138737   22298750    298      19  7704     -0.35193      0.63756
23436        1   22268418   22325847    142       8  7480       1.1358      0.12802
10136        1   22293149   22349035     84       6  7068       1.5865     0.056308
998          1   22344120   22429439    214      14  7805      0.70115       0.2416
54361        1   22433798   22505474    179      26  7810     -0.49831      0.69087
9923         1   22743344   22867650    123       9  7497       0.6151      0.26925
2046         1   22855004   22940087    129      18  7451       1.0332      0.15077
712          1   22928118   22976175    100      11  7476       1.4503      0.07349
714          1   22934969   22984603    103      12  7353      0.66073      0.25439
713          1   22944682   22998130     95      11  7325     -0.25076        0.599
2048         1   23002263   23251823    353      36  7493      0.63072      0.26411
646262       1   23269536   23334524    112       9  7815       1.1645      0.12211
23028        1   23310937   23420184    115       6  7981       1.1177      0.13185
729059       1   23327327   23377343     48       5  7944       1.0289      0.15176
7798         1   23400516   23539301    241      13  8024      0.12391      0.45069
3352         1   23508388   23556222    148       9  8126    -0.088795      0.53538
10236        1   23625953   23706143     77       6  7752        0.305      0.38018
80818        1   23675941   23731357     93      10  7625    -0.069016      0.52751
6920         1   23697555   23786269    116      13  7496      0.56604      0.28568
55616        1   23745056   23845750    102      10  7552      0.58344       0.2798
1870         1   23822920   23892712     69      11  7270     -0.20741      0.58216
3399         1   23874421   23921285     44       4  7214     -0.41867      0.66227
6135         1   23983269   24032915     66       6  7520       0.4813      0.31515
6924         1   24034856   24098549     51       5  7914     -0.42027      0.66286
57095        1   24069876   24124722     17       4  8160     -0.18056      0.57165
11313        1   24082275   24132029     16       4  8079      0.22428      0.41127
2582         1   24112089   24162294     35       2  7947      0.88126      0.18909
3155         1   24118367   24200110     67       4  7746      0.97238      0.16543
2517         1   24161567   24229859     35       3  7577       1.0102       0.1562
1269         1   24187005   24320549     11       2  7549      0.29799      0.38286
127294       1   24372531   24473665    249      26  7757       -1.419      0.92204
58985        1   24436261   24504783    150      17  7885     -0.25135      0.59923
163702       1   24470647   24548765    144      19  7734     -0.72038      0.76435
57822        1   24610812   24700972    186      16  7848       1.0473      0.14749
90529        1   24673489   24776587    230      14  8081       1.5812     0.056914
57185        1   24707245   24809473    227      15  7967       1.4134     0.078769
11123        1   24793841   24873510    111       9  7716      0.72023      0.23569
400746       1   24847567   24945819    279      26  7656      -1.0257      0.84748
10250        1   24934594   25009772     52       5  7427      -1.3593      0.91297
25932        1   25036760   25180815    115       6  7737     -0.35169      0.63746
864          1   25216002   25326648    190      21  7743      0.20374      0.41928
25949        1   25538767   25594013      1       1  7057       2.5561     0.005292
57035        1   25558740   25609010      1       1  7057       2.5561     0.005292
6007         1   25563884   25666936      1       1  7057       2.5561     0.005292
23585        1   25629789   25698852     10       1  6951       1.3839     0.083191
6006         1   25677853   25782363     64       1  7464        1.064      0.14367
55219        1   25722388   25836700     50       1  7512      0.96796      0.16653
26119        1   25835071   25905377     33       2  7766      0.11338      0.45486
57134        1   25908959   26121258    184      17  7561      0.41675      0.33843
57190        1   26091667   26154713    102      10  7502       1.3489     0.088677
56181        1   26111397   26169433    105       5  7634       1.3606     0.086824
79000        1   26148414   26220939    107       4  8040       1.2776       0.1007
164091       1   26177975   26237461     59       4  8092      0.55213      0.29043
3925         1   26200670   26268368     67       4  7955      0.21255      0.41584
5051         1   26276258   26361366    134       7  7872      -1.0526      0.85374
2134         1   26313266   26372955     78       7  7977     -0.71848      0.76377
7780         1   26354513   26408439     94       6  7857      -0.1283      0.55104
84676        1   26367792   26429142     98       5  7901     -0.26232      0.60346
149420       1   26402656   26462039    100       2  8076     -0.40718      0.65806
79927        1   26450511   26499119     79       7  7689     -0.93952      0.82627
51042        1   26461388   26507364     81       9  7544     -0.69742      0.75723
10256        1   26468981   26526375    122      12  7605     -0.46583      0.67933
378807       1   26482119   26539033    132      14  7636      0.13076      0.44798
64793        1   26525644   26615529    262      12  7685      0.81287      0.20815
83442        1   26571213   26618013    127      10  7551      0.87495       0.1908
91544        1   26598773   26679756    218      17  7534      0.70364      0.24083
1043         1   26609411   26657014    134      11  7456      0.82166      0.20563
55057        1   26638350   26715621    215      22  7727      0.39615        0.346
257101       1   26678125   26736023    152      19  7483      0.95143      0.17069
79727        1   26702269   26766219    105      16  7137       1.9846     0.023594
79947        1   26723773   26807797    103      13  7352       2.2499     0.012228
3151         1   26763902   26813133     51       7  7478       2.0856     0.018508
6195         1   26821249   26911520    121      11  7290       1.5296     0.063058
8289         1   26987522   27118601    116       5  7595       1.0675      0.14287
101928728    1   27008623   27057896     52       3  7702       1.2643      0.10307
55650        1   27078739   27134894     40       3  7857       1.0468       0.1476
84243        1   27118201   27194092     65       6  7674      0.81332      0.20802
2810         1   27154633   27200947     53       5  7652      0.74474      0.22821
54707        1   27195872   27251869     63       6  7934      0.65614      0.25587
63906        1   27206979   27261962     57       5  7929      0.55285      0.29018
10726        1   27213187   27283362     62       5  7975      0.40134      0.34408
8431         1   27227975   27275567     43       4  7958      0.49473      0.31039
126695       1   27266047   27321901     46       4  7793      0.21524      0.41479
388610       1   27285189   27337377     37       3  7381      0.75922      0.22386
115572       1   27321511   27374333     16       3  7100       1.8974     0.028887
6548         1   27415300   27516621    130       2  8030      -0.9275      0.82317
23038        1   27526007   27645124     63       8  7746     -0.27052      0.60662
84065        1   27613636   27672891     26       4  7424     -0.77406      0.78055
84958        1   27633483   27690423     36       6  7347      -1.1885      0.88268
9064         1   27671670   27728558     35       6  7266       -1.179      0.88081
2827         1   27684148   27732318     29       4  7300     -0.87265      0.80857
8547         1   27685601   27736315     29       4  7304     -0.88063      0.81074
388611       1   27695596   27744823     27       2  7351     -0.59577      0.72434
10163        1   27720734   27851678    117       2  7809      -1.1571      0.87639
27245        1   27850756   27965463     24       2  7807     -0.81534      0.79256
2268         1   27928800   27996727      6       2  6575      0.53357      0.29682
2537         1   27982572   28033724      1       1  6082     -0.37696       0.6469
199870       1   28017490   28099426      1       1  7057     -0.72704       0.7664
23673        1   28064694   28160963      1       1  6264        1.339      0.09029
5511         1   28122252   28188183      1       1  6264        1.339      0.09029
9473         1   28164055   28223196     55       5  7584      0.21762      0.41386
6118         1   28208035   28276255    190      10  7984      0.51215      0.30427
27293        1   28226456   28295663    172      10  7981      0.37262      0.35472
55113        1   28251504   28304604    110       9  7954      0.10571      0.45791
2140         1   28286855   28450173    153      11  7789     -0.94107      0.82667
5724         1   28463677   28555447     93       7  7917    -0.060826      0.52425
22826        1   28516789   28594542    166       7  8017      0.22047      0.41275
93974        1   28527602   28574616    102       5  8041      0.17467      0.43067
83667        1   28550963   28619002    116       6  7913       0.3466      0.36444
54797        1   28620513   28672478     56       8  7609      -1.0338      0.84939
65979        1   28661093   28836881    281       3  8103      -1.4495       0.9264
1104         1   28797455   28875708     52       3  7583     -0.63602      0.73762
54952        1   28844529   28915057     48       3  7258    -0.051103      0.52038
115273       1   28883712   28931098     27       3  7535    -0.035265      0.51407
6883         1   28919608   29010416     64       5  7673     -0.84877      0.80199
10691        1   28960234   29052115     86       6  7775     -0.36284      0.64164
51441        1   29028133   29106287     80       5  8011     0.049381      0.48031
4985         1   29103654   29200208    188      21  7761      0.35504      0.36128
2035         1   29178603   29456558    390      19  7730    -0.024972      0.50996
399474       1   29435937   29485421     84      10  7573      0.70673      0.23987
6429         1   29464250   29543637    109      11  7625       1.6833     0.046157
51102        1   29509385   29592460    133      13  7554        1.599      0.05491
10076        1   29528028   29663325    222      25  7338      0.62148      0.26714
4146         1   31174124   31231432    139      13  7608      0.89985       0.1841
7805         1   31195315   31265683    110      14  7286      0.30008      0.38206
9672         1   31332313   31416480    104      23  7465    -0.085918      0.53423
9698         1   31394353   31573838    275      11  7573     -0.65001      0.74216
79570        1   31642592   31747734    215      10  7539       1.3793     0.083899
9410         1   31722415   31804644    143       5  7429     -0.12078      0.54807
51538        1   31734832   31848569    179       6  7445    -0.056308      0.52245
2170         1   31828100   31880923    120       5  7906      0.30371      0.38068
347735       1   31847412   31917527    184      11  7737     -0.47475      0.68252
64129        1   32007086   32063290     62      10  7093      0.85915      0.19513
3061         1   32048290   32103214     61       5  7149      0.56498      0.28604
553115       1   32085463   32145838     73       5  7452      0.74041      0.22953
1307         1   32107848   32204768     95      11  7428      0.64359      0.25992
576          1   32182718   32265494     35       6  7278       0.9765      0.16441
90853        1   32246023   32316630     94      11  7876      0.39996      0.34459
8073         1   32362022   32438988     56       6  7592       1.0778      0.14055
10657        1   32444295   32536460      8       3  7604      -1.1993      0.88479
55116        1   32503503   32578467     36       2  8144      -1.1319      0.87116
23633        1   32538644   32652169     67       2  7798     -0.96869      0.83365
200081       1   32610293   32673886     32       1  7663     -0.43788      0.66926
79140        1   32631202   32680991     30       2  7788     -0.43306      0.66752
55721        1   32636236   32684288     30       2  7806     -0.44961       0.6735
149069       1   32639695   32691797     36       2  7817      -0.4485       0.6731
8668         1   32652971   32707205     43       2  7892     -0.14881      0.55915
56063        1   32670040   32722954     37       2  7798    -0.093959      0.53743
84734        1   32677818   32724461     30       2  7940     -0.23976      0.59474
3932         1   32681840   32761766     34       3  7689     -0.41057       0.6593
3065         1   32722708   32809227      7       3  6728     -0.56573      0.71421
81629        1   32783365   32840098      1       1  8405     -0.31548       0.6238
65108        1   32789430   32836840      1       1  8405     -0.31548       0.6238
100128071    1   32816871   32862844      1       1  8405     -0.31548       0.6238
55108        1   32820704   32895062     12       2  7720      -2.0512      0.97988
728116       1   32895658   32963460     60       1  7737     -0.85468      0.80364
653121       1   32969772   33081542    162       4  8042      0.30905      0.37864
339487       1   33076421   33151565     10       2  6977      0.70407      0.24069
5928         1   33081749   33161812     11       2  7046       0.6639      0.25338
81493        1   33135507   33203361     25       2  7570     0.094517      0.46235
57648        1   33172492   33250571     53       8  7500     -0.19637      0.57784
8565         1   33230840   33318633     97       6  8014     -0.17884      0.57097
64766        1   33247368   33334480     92       6  8059     -0.22286      0.58818
3208         1   33316688   33370247     37       6  7649     -0.25224      0.59957
252995       1   33317869   33373093     35       5  7687     -0.25019      0.59878
113452       1   33350196   33402041     35       2  7759       1.0974      0.13624
127544       1   33392050   33465467     89       7  7820      0.68565      0.24647
204          1   33463541   33537512     53       1  8045     0.080233      0.46803
113451       1   33511711   33596132     58       2  7992     -0.43978      0.66995
55223        1   33601000   33682671     94       2  7741     -0.50899      0.69462
149076       1   33686908   33776321     91       5  7904      0.49072      0.31181
127550       1   33762367   33821699    102       8  7936      0.30075       0.3818
1912         1   33779224   33876194    187      13  8019      0.45815      0.32342
7579         1   33903232   33972105    144      17  7906      0.37307      0.35455
114784       1   33969609   34666443   1263     102  7743     0.068334      0.47276
127540       1   34291076   34340392    120       7  7702     -0.42705      0.66533
84970        1   34597624   34694732    211      27  7657      0.23957      0.40533
2709         1   35185648   35234113     11       4  7039      0.65001      0.25784
127534       1   35190342   35239325      2       1  6305      0.78016      0.21765
113444       1   35305963   35360417     42      11  7108       1.0816      0.13972
58512        1   35321037   35426083     47      12  6954       1.6839     0.046102
100506144    1   35437127   35485948      1       1  6371       -1.429       0.9235
9204         1   35441766   35532569      2       1  6714      -2.3146      0.98968
79830        1   35490387   35591460     24       1  6964      -1.0683      0.85731
6421         1   35631981   35693766     17       1  6656      0.32524       0.3725
9202         1   35699444   35897545     14       2  6598      0.05407      0.47844
79932        1   35889091   36058037     21       3  6991      0.77621      0.21881
23154        1   35988311   36042380      9       1  7324      0.22041      0.41277
339488       1   36003971   36070929      8       1  7759     0.046204      0.48157
5690         1   36030259   36142445     10       1  7163      0.32682       0.3719
127703       1   36169477   36219790     35       3  6635      0.17821      0.42928
63967        1   36175819   36270568     60       4  6675     0.027388      0.48908
192670       1   36238231   36333491     48       3  6726       0.1853       0.4265
26523        1   36300412   36405211     42       4  6874      0.10738      0.45724
192669       1   36361364   36532360     71       3  7016     -0.60079      0.72601
27285        1   36514676   36563877     19       2  7380     -0.75994      0.77636
54936        1   36519453   36569533     29       3  7255      0.31423      0.37667
1296         1   36550840   36626305     77       6  7487       0.3647      0.35767
55700        1   36586751   36656450     57       4  7607     -0.21823      0.58637
27095        1   36592170   36656654     52       3  7609     -0.17775      0.57054
9967         1   36655017   36780958     60       3  7411     -0.62901      0.73533
79729        1   36736889   36803544     47       4  7437     -0.79094      0.78551
55194        1   36777631   36825567     40       4  7639     -0.17524      0.56955
83931        1   36795225   36886525    173      13  7912    -0.045851      0.51829
84967        1   36849031   36898493    171       9  8059      0.43837      0.33056
127700       1   36873507   36951086    219      11  8044       0.7925      0.21403
64960        1   36911362   36965040    103       9  7746       1.0469      0.14758
1441         1   36921644   36983915     85      13  7443       1.0095      0.15636
2899         1   37251128   37534844    373      28  7709     -0.49231      0.68875
80149        1   37905119   37959978    110      13  7706     -0.98316      0.83724
64769        1   37945561   38015420    136      15  8068      -1.0141      0.84473
7802         1   37987520   38042458     84      10  8101      -1.1757      0.88013
79753        1   37990050   38054945    111      11  8109       -1.264      0.89688
29889        1   38022413   38096586    125      13  8008      -1.4824      0.93088
284654       1   38066821   38135595    116      19  7826      -1.3277      0.90787
55143        1   38123073   38185391    117      11  7741      0.58261      0.28008
54955        1   38137242   38193007    142      10  7862      0.28008      0.38971
284656       1   38171646   38265824    246      21  7887     -0.12353      0.54916
149175       1   38224721   38277278     84       8  7773      -1.1575      0.87646
127687       1   38238473   38285126     70       8  7793      -1.0993      0.86418
