GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P
23207        1   15975632   16071264    189       9  8087     -0.52982      0.70188
284723       1   16027721   16077884    105       9  7871     -0.14348      0.55704
388595       1   16033987   16084292    107      10  7820      0.28903      0.38628
54751        1   16048107   16123089    112      15  7419      0.65908      0.25492
440567       1   16123657   16169194    177       8  7880      0.57035      0.28422
23013        1   16139359   16276951    263      13  7938     0.064394      0.47433
7709         1   16258364   16337627    188      17  7986     -0.21266      0.58421
101928566    1   16267626   16333701    167      15  7985     -0.23611      0.59333
149563       1   16295731   16343184    166      14  7943     -0.10233      0.54075
1187         1   16313486   16370548    240      19  7866      0.75451      0.22527
27129        1   16330523   16381084    204      17  7793      0.95818      0.16899
1188         1   16335231   16393821    200      17  7758       1.0014      0.15832
348487       1   16374264   16435127     89      10  7136    -0.062064      0.52474
1969         1   16440832   16517582    111      11  7796     -0.29805      0.61717
128272       1   16514599   16574104    142      10  7967    -0.039733      0.51585
101927546    1   16541343   16588528     72       5  7983      0.01533      0.49388
79363        1   16548182   16598659     77       5  7966     -0.21776      0.58619
54455        1   16563339   16713965    242       9  8072     -0.77286       0.7802
26099        1   16658525   16734643    139       9  8108      -1.1908      0.88313
374955       1   16712101   16798919    149      18  7796      -3.4097      0.99967
55707        1   16732167   16796585    103      13  7685      -3.7338      0.99991
100133301    1   16830561   16876198      2       1  6662      0.54116       0.2942
9696         1   17213445   17309474     50       8  7324     -0.99999      0.84134
4237         1   17290997   17343081     80       9  7300     -0.77281      0.78018
23400        1   17302453   17373467    131      10  7453     -0.72771       0.7666
6390         1   17335217   17415665    256       9  7819     -0.91413      0.81968
11240        1   17383256   17480948    278      14  7572      0.23201      0.40827
29943        1   17496621   17582501    227      18  7849      0.13993      0.44436
51702        1   17540593   17620728    248      28  7814     -0.23975      0.59474
23569        1   17599690   17700495    387      21  7933       1.5643     0.058869
353238       1   17663741   17738195    254      17  7935       0.6125       0.2701
55920        1   17723251   17801250    149       9  7866      -1.2073      0.88634
55160        1   17811693   18034370    304      24  7455     -0.18601      0.57378
81569        1   18046808   18163558    179      15  7690      0.55962      0.28787
84966        1   18399240   18714977    684      80  7552      0.42432      0.33567
127707       1   18772424   18822540    157      19  7822    -0.061119      0.52437
5081         1   18922500   19085360    229      29  7471     -0.91295      0.81936
80834        1   19156093   19221155    104      13  7536       -1.473      0.92962
8659         1   19187924   19264293     50       9  7329      -1.2011      0.88514
126917       1   19220774   19317826    190      16  7627      0.20451      0.41898
23352        1   19391000   19571812    251      14  8023       1.3285     0.092001
23065        1   19532158   19613053    163      15  7903       1.8991     0.028773
51154        1   19543075   19596622    124      12  7845       1.9252     0.027104
22977        1   19599057   19650280    110      18  7886       1.7845     0.037174
54896        1   19603740   19668925    148      19  7912       1.9111     0.027995
8574         1   19619202   19673640    134      16  7930       1.8426     0.032692
832          1   19655267   19847066    459      22  8017      0.72296      0.23485
440574       1   19888471   19966315    171      14  7916       -0.404      0.65689
100532736    1   19888471   19994949    226      21  7798     -0.16576      0.56583
4681         1   19934723   19994949    113      18  7659     0.037073      0.48521
3362         1   19956780   20016055    115      14  7570      0.36587      0.35723
255104       1   19998706   20161424    292      29  7676       -1.151      0.87514
54546        1   20130522   20176771    100      17  7420        0.404      0.34311
23252        1   20173356   20249438    181      19  7821      0.93301      0.17541
30814        1   20236800   20285110    103      13  7661      0.18727      0.42572
5320         1   20291924   20341932    112      18  7137     -0.76968      0.77926
5322         1   20351157   20428394    174      17  7720     -0.81817      0.79337
26279        1   20429143   20481059     58      15  7071      0.23129      0.40855
64600        1   20430823   20486879     62      15  7178      0.53197      0.29737
127733       1   20477578   20532540     69      10  7525      0.69023      0.24503
391013       1   20480484   20536687     66      10  7483      0.57173      0.28375
127731       1   20582412   20691662    350      28  7822      -1.4828      0.93094
55450        1   20798884   20847728     69      10  7725     -0.97334      0.83481
79594        1   20815941   20869674    119      11  7865      -1.1368      0.87219
163933       1   20843932   20891513    144      16  7839      -1.6186      0.94723
978          1   20880444   20955401    347      24  7976     -0.42327      0.66395
65018        1   20924948   20988004    234      17  8116     -0.26907      0.60606
1650         1   20968260   21023037    124      17  7951     -0.59104      0.72275
57576        1   20980475   21079317    176      29  7651     -0.90085      0.81617
400745       1   21036225   21094133     90       9  7582      -0.8199      0.79386
50809        1   21059170   21148808     67       3  7696     -0.61993      0.73235
8672         1   21122785   21538381    375       6  8009      -1.3171       0.9061
1889         1   21533740   21707034    357      32  7839      -1.1414      0.87315
84224        1   21731583   21821393     84       8  7539     -0.50719      0.69399
249          1   21800475   21914905    319      31  7815      0.92915      0.17641
5909         1   21912708   22031010    277      37  7745      -1.4727      0.92958
84196        1   21994791   22144688    311      20  7965      -1.1092      0.86633
401944       1   22103758   22161714    104      18  7724      -1.1195      0.86854
3339         1   22138737   22298750    298      19  7717     -0.71969      0.76414
23436        1   22268418   22325847    142       8  7491     -0.33486      0.63114
10136        1   22293149   22349035     84       6  7077     -0.28254      0.61123
998          1   22344120   22429439    214      14  7835       0.5328      0.29709
54361        1   22433798   22505474    179      26  7816      0.91172      0.18096
9923         1   22743344   22867650    123       9  7504       1.4777     0.069738
2046         1   22855004   22940087    129      18  7458      0.63311      0.26333
712          1   22928118   22976175    100      11  7491      0.83761      0.20113
714          1   22934969   22984603    103      12  7368      0.28477      0.38791
713          1   22944682   22998130     95      11  7355     -0.20723      0.58208
2048         1   23002263   23251823    353      36  7503      -1.1023      0.86484
646262       1   23269536   23334524    112       9  7818       1.6631     0.048142
23028        1   23310937   23420184    115       6  7983       1.5038     0.066316
729059       1   23327327   23377343     48       5  7946       1.4305     0.076291
7798         1   23400516   23539301    241      13  8027       1.3488       0.0887
3352         1   23508388   23556222    148       9  8142      0.73101      0.23239
10236        1   23625953   23706143     77       6  7772       1.4735     0.070313
80818        1   23675941   23731357     93      10  7634       1.1005      0.13556
6920         1   23697555   23786269    116      13  7510      0.81463      0.20764
55616        1   23745056   23845750    102      10  7573      0.89424       0.1856
1870         1   23822920   23892712     69      11  7281      0.90555      0.18259
3399         1   23874421   23921285     44       4  7216      0.61656      0.26876
6135         1   23983269   24032915     66       6  7552     0.071664      0.47143
6924         1   24034856   24098549     51       5  7917     -0.36808      0.64359
57095        1   24069876   24124722     17       4  8163      -1.4881      0.93163
11313        1   24082275   24132029     16       4  8082       -1.376      0.91558
2582         1   24112089   24162294     35       2  7968     -0.71861      0.76381
3155         1   24118367   24200110     67       4  7767     -0.29937      0.61767
2517         1   24161567   24229859     35       3  7598    -0.029685      0.51184
1269         1   24187005   24320549     11       2  7610     -0.43302       0.6675
127294       1   24372531   24473665    249      26  7773     -0.70792       0.7605
58985        1   24436261   24504783    150      17  7914     -0.68382      0.75296
163702       1   24470647   24548765    144      19  7750     -0.31297      0.62285
57822        1   24610812   24700972    186      16  7868      0.20623       0.4183
90529        1   24673489   24776587    230      14  8098      0.97217      0.16548
57185        1   24707245   24809473    227      15  7980       1.1285      0.12956
11123        1   24793841   24873510    111       9  7759      0.66824      0.25199
400746       1   24847567   24945819    279      26  7675     -0.25144      0.59926
10250        1   24934594   25009772     52       5  7441      -1.4606      0.92794
25932        1   25036760   25180815    115       6  7740       1.2061      0.11389
864          1   25216002   25326648    190      21  7752      0.30799      0.37905
25949        1   25538767   25594013      1       1  7060     0.055174        0.478
57035        1   25558740   25609010      1       1  7060     0.055174        0.478
6007         1   25563884   25666936      1       1  7060     0.055174        0.478
23585        1   25629789   25698852     10       1  6954       1.7535     0.039756
6006         1   25677853   25782363     64       1  7477       1.5034     0.066372
55219        1   25722388   25836700     50       1  7515       1.3666     0.085875
26119        1   25835071   25905377     33       2  7769      0.32118      0.37404
57134        1   25908959   26121258    184      17  7588      0.43705      0.33104
57190        1   26091667   26154713    102      10  7523      0.49714      0.30955
56181        1   26111397   26169433    105       5  7636      0.90699      0.18221
79000        1   26148414   26220939    107       4  8042       1.0529       0.1462
164091       1   26177975   26237461     59       4  8105      0.44244      0.32908
3925         1   26200670   26268368     67       4  7967    -0.010317      0.50412
5051         1   26276258   26361366    134       7  7888      0.12222      0.45136
2134         1   26313266   26372955     78       7  8004       1.1636       0.1223
7780         1   26354513   26408439     94       6  7901       1.5315     0.062827
84676        1   26367792   26429142     98       5  7943       1.0392      0.14936
149420       1   26402656   26462039    100       2  8078     -0.67865      0.75132
79927        1   26450511   26499119     79       7  7692     -0.37095      0.64466
51042        1   26461388   26507364     81       9  7546     -0.13772      0.55477
10256        1   26468981   26526375    122      12  7612    -0.095777      0.53815
378807       1   26482119   26539033    132      14  7643    -0.057438       0.5229
64793        1   26525644   26615529    262      12  7690      0.46618      0.32054
83442        1   26571213   26618013    127      10  7559      0.74909       0.2269
91544        1   26598773   26679756    218      17  7542      0.70273      0.24111
1043         1   26609411   26657014    134      11  7463       1.0388      0.14945
55057        1   26638350   26715621    215      22  7745     -0.40292      0.65649
257101       1   26678125   26736023    152      19  7516     -0.64809      0.74154
79727        1   26702269   26766219    105      16  7176     0.064254      0.47438
79947        1   26723773   26807797    103      13  7361      0.88106      0.18914
3151         1   26763902   26813133     51       7  7480       1.3837     0.083226
6195         1   26821249   26911520    121      11  7303        1.508     0.065773
8289         1   26987522   27118601    116       5  7625     -0.14598      0.55803
101928728    1   27008623   27057896     52       3  7704      0.10522       0.4581
55650        1   27078739   27134894     40       3  7860     -0.20684      0.58193
84243        1   27118201   27194092     65       6  7696     -0.51862      0.69799
2810         1   27154633   27200947     53       5  7666     -0.76465      0.77776
54707        1   27195872   27251869     63       6  7947      -1.1435      0.87358
63906        1   27206979   27261962     57       5  7943        -1.15      0.87492
10726        1   27213187   27283362     62       5  7988       -1.144       0.8737
8431         1   27227975   27275567     43       4  7961      -1.0719      0.85813
126695       1   27266047   27321901     46       4  7796     -0.98829      0.83849
388610       1   27285189   27337377     37       3  7383     -0.08172      0.53257
115572       1   27321511   27374333     16       3  7102       1.6545     0.049014
6548         1   27415300   27516621    130       2  8038      0.76644      0.22171
23038        1   27526007   27645124     63       8  7749      -1.1703      0.87906
84065        1   27613636   27672891     26       4  7426      -1.5512      0.93958
84958        1   27633483   27690423     36       6  7350      -1.8309      0.96645
9064         1   27671670   27728558     35       6  7268      -1.3479      0.91115
2827         1   27684148   27732318     29       4  7302      -1.4145      0.92139
8547         1   27685601   27736315     29       4  7306      -1.2436      0.89317
388611       1   27695596   27744823     27       2  7354      -0.9446      0.82757
10163        1   27720734   27851678    117       2  7817     -0.91783      0.82065
27245        1   27850756   27965463     24       2  7836     -0.60442      0.72722
2268         1   27928800   27996727      6       2  6577      0.38877      0.34872
2537         1   27982572   28033724      1       1  6085     -0.55017       0.7089
199870       1   28017490   28099426      1       1  7060     -0.26839       0.6058
23673        1   28064694   28160963      1       1  6264     0.013536       0.4946
5511         1   28122252   28188183      1       1  6264     0.013536       0.4946
9473         1   28164055   28223196     55       5  7586      0.29152      0.38533
6118         1   28208035   28276255    190      10  7986     -0.39156      0.65231
27293        1   28226456   28295663    172      10  7983     -0.46504      0.67905
55113        1   28251504   28304604    110       9  7962      -0.2931      0.61528
2140         1   28286855   28450173    153      11  7803     -0.73645      0.76927
5724         1   28463677   28555447     93       7  7919     -0.33416      0.63087
22826        1   28516789   28594542    166       7  8020     -0.35486      0.63865
93974        1   28527602   28574616    102       5  8043     -0.10886      0.54334
83667        1   28550963   28619002    116       6  7921     -0.49098      0.68828
54797        1   28620513   28672478     56       8  7622     -0.45556      0.67565
65979        1   28661093   28836881    281       3  8117       0.3427      0.36591
1104         1   28797455   28875708     52       3  7585       0.0392      0.48437
54952        1   28844529   28915057     48       3  7260      0.29275      0.38486
115273       1   28883712   28931098     27       3  7538      0.46925      0.31945
6883         1   28919608   29010416     64       5  7675      0.36927      0.35596
10691        1   28960234   29052115     86       6  7777      0.36996      0.35571
51441        1   29028133   29106287     80       5  8021      0.51798      0.30224
4985         1   29103654   29200208    188      21  7766      0.57599      0.28231
2035         1   29178603   29456558    390      19  7734     -0.76218      0.77702
399474       1   29435937   29485421     84      10  7576     -0.58107       0.7194
6429         1   29464250   29543637    109      11  7627       0.1008      0.45985
51102        1   29509385   29592460    133      13  7566      0.12992      0.44832
10076        1   29528028   29663325    222      25  7355     -0.71081       0.7614
4146         1   31174124   31231432    139      13  7610       1.9154     0.027722
7805         1   31195315   31265683    110      14  7294      0.94684      0.17186
9672         1   31332313   31416480    104      23  7486     0.067116      0.47324
9698         1   31394353   31573838    275      11  7581      -1.2606      0.89628
79570        1   31642592   31747734    215      10  7545       1.6746     0.047006
9410         1   31722415   31804644    143       5  7432      0.14803      0.44116
51538        1   31734832   31848569    179       6  7448      0.12085      0.45191
2170         1   31828100   31880923    120       5  7909     0.069681      0.47222
347735       1   31847412   31917527    184      11  7740     -0.19452      0.57711
64129        1   32007086   32063290     62      10  7095      0.93531      0.17481
3061         1   32048290   32103214     61       5  7151     -0.96025      0.83153
553115       1   32085463   32145838     73       5  7454      -1.0845      0.86092
1307         1   32107848   32204768     95      11  7437      0.24554      0.40302
576          1   32182718   32265494     35       6  7280      0.24418      0.40355
90853        1   32246023   32316630     94      11  7878      0.19251      0.42367
8073         1   32362022   32438988     56       6  7629       1.8109      0.03508
10657        1   32444295   32536460      8       3  7688      -0.2339      0.59247
55116        1   32503503   32578467     36       2  8146    -0.045588      0.51818
23633        1   32538644   32652169     67       2  7801      0.21661      0.41425
200081       1   32610293   32673886     32       1  7665       0.3315      0.37013
79140        1   32631202   32680991     30       2  7790      0.34218      0.36611
55721        1   32636236   32684288     30       2  7809      0.33469      0.36893
149069       1   32639695   32691797     36       2  7819       0.2341      0.40745
8668         1   32652971   32707205     43       2  7895       0.2678      0.39443
56063        1   32670040   32722954     37       2  7800      0.28722      0.38697
84734        1   32677818   32724461     30       2  7943      0.34541      0.36489
3932         1   32681840   32761766     34       3  7692      0.47748      0.31651
3065         1   32722708   32809227      7       3  6730       1.8179      0.03454
81629        1   32783365   32840098      1       1  8408       1.1137       0.1327
65108        1   32789430   32836840      1       1  8408       1.1137       0.1327
100128071    1   32816871   32862844      1       1  8408       1.1137       0.1327
55108        1   32820704   32895062     12       2  7777      0.89492      0.18541
728116       1   32895658   32963460     60       1  7782       1.0688      0.14258
653121       1   32969772   33081542    162       4  8045       1.0065      0.15708
339487       1   33076421   33151565     10       2  6979     -0.50732      0.69403
5928         1   33081749   33161812     11       2  7048     -0.62819      0.73506
81493        1   33135507   33203361     25       2  7598      -1.7298      0.95817
57648        1   33172492   33250571     53       8  7527      -2.2215      0.98684
8565         1   33230840   33318633     97       6  8017      -1.1819      0.88139
64766        1   33247368   33334480     92       6  8062      -1.4097      0.92069
3208         1   33316688   33370247     37       6  7669      -2.1614      0.98467
252995       1   33317869   33373093     35       5  7708      -2.1038       0.9823
113452       1   33350196   33402041     35       2  7780     -0.38641       0.6504
127544       1   33392050   33465467     89       7  7823      0.13154      0.44767
204          1   33463541   33537512     53       1  8047     -0.33901       0.6327
113451       1   33511711   33596132     58       2  7995      -1.2388       0.8923
55223        1   33601000   33682671     94       2  7771      0.18576      0.42632
149076       1   33686908   33776321     91       5  7913      0.12397      0.45067
127550       1   33762367   33821699    102       8  7938       1.2537      0.10497
1912         1   33779224   33876194    187      13  8022        1.683     0.046184
7579         1   33903232   33972105    144      17  7908       1.4714     0.070593
114784       1   33969609   34666443   1263     102  7754     -0.15277      0.56071
127540       1   34291076   34340392    120       7  7720      -1.0512      0.85342
84970        1   34597624   34694732    211      27  7662     -0.23813      0.59411
2709         1   35185648   35234113     11       4  7039    -0.071767      0.52861
127534       1   35190342   35239325      2       1  6306      0.62894       0.2647
113444       1   35305963   35360417     42      11  7126       1.6645     0.048002
58512        1   35321037   35426083     47      12  6984       1.1664      0.12172
100506144    1   35437127   35485948      1       1  6373      -2.9677       0.9985
9204         1   35441766   35532569      2       1  6717     -0.40341      0.65668
79830        1   35490387   35591460     24       1  6967    -0.070071      0.52793
6421         1   35631981   35693766     17       1  6659      0.27091      0.39323
9202         1   35699444   35897545     14       2  6601     -0.93029      0.82389
79932        1   35889091   36058037     21       3  6994     0.030754      0.48773
23154        1   35988311   36042380      9       1  7327     0.085241      0.46604
339488       1   36003971   36070929      8       1  7762       0.3919      0.34757
5690         1   36030259   36142445     10       1  7165     0.055569      0.47784
127703       1   36169477   36219790     35       3  6655      0.14403      0.44274
63967        1   36175819   36270568     60       4  6688    -0.037307      0.51488
192670       1   36238231   36333491     48       3  6728     -0.24738      0.59769
26523        1   36300412   36405211     42       4  6891     -0.69253       0.7557
192669       1   36361364   36532360     71       3  7019     -0.71084      0.76141
27285        1   36514676   36563877     19       2  7383      0.13186      0.44755
54936        1   36519453   36569533     29       3  7258      0.74283      0.22879
1296         1   36550840   36626305     77       6  7497      0.61737       0.2685
55700        1   36586751   36656450     57       4  7621      0.20575      0.41849
27095        1   36592170   36656654     52       3  7612      0.14815      0.44111
9967         1   36655017   36780958     60       3  7413      0.26838       0.3942
79729        1   36736889   36803544     47       4  7440      0.24202      0.40438
55194        1   36777631   36825567     40       4  7641      0.55632        0.289
83931        1   36795225   36886525    173      13  7929       1.3473     0.088948
84967        1   36849031   36898493    171       9  8073       1.2674       0.1025
127700       1   36873507   36951086    219      11  8053       1.0235      0.15304
64960        1   36911362   36965040    103       9  7760      0.85231      0.19702
1441         1   36921644   36983915     85      13  7461      0.42179      0.33659
2899         1   37251128   37534844    373      28  7727       1.3546     0.087766
80149        1   37905119   37959978    110      13  7725       1.0782      0.14047
64769        1   37945561   38015420    136      15  8070      0.89968      0.18415
7802         1   37987520   38042458     84      10  8103      0.76255      0.22287
79753        1   37990050   38054945    111      11  8112      0.74289      0.22877
29889        1   38022413   38096586    125      13  8011      0.42815      0.33427
284654       1   38066821   38135595    116      19  7834     -0.25198      0.59947
55143        1   38123073   38185391    117      11  7749      0.11631       0.4537
54955        1   38137242   38193007    142      10  7873      0.20222      0.41987
284656       1   38171646   38265824    246      21  7902     -0.64399      0.74021
149175       1   38224721   38277278     84       8  7775      -0.7396      0.77023
127687       1   38238473   38285126     70       8  7796     -0.77368      0.78044
