GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,symbol,P_bonf,P_fdr
57597,17,79338540,79443358,41,7,6930,2.79,0.0026357,BAHCC1,1.0,0.8835520275862068
140628,20,61028553,61086026,30,7,7043,2.7869,0.0026605,GATA5,1.0,0.8835520275862068
871,11,75238101,75293849,105,13,7568,2.7751,0.0027589,SERPINH1,1.0,0.8835520275862068
9315,5,111055000,111347628,421,31,7696,2.7674,0.0028251,NREP,1.0,0.8835520275862068
2894,10,87349312,88161250,1398,100,7751,2.7672,0.0028272,GRID1,1.0,0.8835520275862068
84315,3,49936302,50002445,74,6,7746,2.7658,0.0028388,MON1A,1.0,0.8835520275862068
124783,17,43321760,43374479,65,7,7773,2.74,0.003072,SPATA32,1.0,0.9006089705882353
126755,1,13791445,13875242,180,25,7396,2.7367,0.0031031,LRRC38,1.0,0.9006089705882353
55118,10,99614757,99825585,277,28,7807,2.7322,0.0031455,CRTAC1,1.0,0.9006089705882353
2740,6,38981557,39066657,195,24,7755,2.7319,0.0031489,GLP1R,1.0,0.9006089705882353
5663,14,73568143,73700399,177,14,8038,2.7177,0.0032865,PSEN1,1.0,0.9006089705882353
5683,7,42946460,43006805,109,7,7813,2.7147,0.0033166,PSMA2,1.0,0.9006089705882353
6387,10,44855601,44915545,207,23,7883,2.7121,0.0033428,CXCL12,1.0,0.9006089705882353
9020,17,43330488,43429414,73,8,7823,2.7095,0.0033697,MAP3K14,1.0,0.9006089705882353
26533,14,22027934,22073875,213,28,7383,2.7084,0.0033807,OR10G3,1.0,0.9006089705882353
2779,3,50194043,50245129,56,6,7308,2.7072,0.0033925,GNAT1,1.0,0.9006089705882353
4486,3,49914435,49976311,51,5,7593,2.6987,0.0034807,MST1R,1.0,0.9106318318840579
8452,2,225324867,225485114,301,13,8043,2.6743,0.0037446,CUL3,1.0,0.91827831160221
10158,1,47639261,47690771,55,9,7164,2.6673,0.0038231,PDZK1IP1,1.0,0.91827831160221
57713,10,7190586,7488448,612,40,7719,2.665,0.0038498,SFMBT2,1.0,0.91827831160221
10809,11,72455774,72539750,135,12,7899,2.6588,0.0039214,STARD10,1.0,0.91827831160221
8801,3,67400884,67740038,741,41,7805,2.654,0.0039774,SUCLG2,1.0,0.91827831160221
8941,2,219789350,219836877,13,1,7454,2.6536,0.0039818,CDK5R2,1.0,0.91827831160221
5371,15,74252014,74350160,143,10,8047,2.6474,0.0040553,PML,1.0,0.91827831160221
7375,3,49304577,49412536,99,8,8050,2.6437,0.0041007,USP4,1.0,0.91827831160221
80020,22,36873233,36938148,168,19,7644,2.6414,0.0041278,FOXRED2,1.0,0.91827831160221
5801,12,71021853,71349584,639,55,7676,2.634,0.0042194,PTPRR,1.0,0.91827831160221
254427,10,11830295,11924276,228,29,7665,2.6265,0.004313,PROSER2,1.0,0.91827831160221
10226,19,4828346,4902780,108,22,6636,2.6234,0.004353,PLIN3,1.0,0.91827831160221
1672,8,6718097,6770529,325,19,7560,2.6211,0.0043822,DEFB1,1.0,0.91827831160221
80326,2,219710255,219768651,25,3,7256,2.6186,0.0044146,WNT10A,1.0,0.91827831160221
2532,1,159138803,159186290,76,13,7667,2.6131,0.0044867,ACKR1,1.0,0.91827831160221
138046,8,85060453,85844079,980,33,7852,2.611,0.0045141,RALYL,1.0,0.91827831160221
440077,12,8255807,8342642,79,7,7192,2.608,0.004553,ZNF705A,1.0,0.91827831160221
26018,3,66419221,66586446,213,22,7482,2.6064,0.004575,LRIG1,1.0,0.91827831160221
9734,7,18091572,19049135,1297,95,7582,2.6062,0.0045781,HDAC9,1.0,0.91827831160221
79618,8,28712911,28932456,152,10,8069,2.6012,0.0046445,HMBOX1,1.0,0.91827831160221
58517,14,73490221,73598749,177,18,7985,2.5941,0.0047415,RBM25,1.0,0.91827831160221
63891,3,49691950,49768962,67,6,7906,2.5906,0.0047902,RNF123,1.0,0.91827831160221
1350,5,85878784,85926583,9,2,7037,2.5815,0.0049183,COX7C,1.0,0.91827831160221
9399,15,74265559,74321963,83,5,8034,2.5775,0.0049752,STOML1,1.0,0.91827831160221
4064,5,66467205,66527617,66,10,7355,2.5726,0.0050463,CD180,1.0,0.91827831160221
100130370,17,79339699,79394160,20,3,6924,2.5706,0.0050764,LOC100130370,1.0,0.91827831160221
3631,2,99026321,99217496,193,4,7996,2.5701,0.0050834,INPP4A,1.0,0.91827831160221
3291,16,67430036,67481456,13,2,6666,2.5604,0.0052279,HSD11B2,1.0,0.91827831160221
116985,11,72386114,72498465,236,19,7915,2.5447,0.0054692,ARAP1,1.0,0.91827831160221
8867,21,33987269,34135351,145,11,7827,2.542,0.0055108,SYNJ1,1.0,0.91827831160221
57101,12,5661817,6090398,1031,69,7802,2.542,0.0055109,ANO2,1.0,0.91827831160221
657,10,88481396,88694945,324,12,7800,2.5373,0.0055863,BMPR1A,1.0,0.91827831160221
136259,7,130407382,130453860,81,11,7553,2.5358,0.0056091,KLF14,1.0,0.91827831160221
388551,19,45167421,45223986,68,11,7227,2.5176,0.0059073,CEACAM16,1.0,0.91827831160221
56848,19,49087548,49143974,77,13,6960,2.5037,0.0061452,SPHK2,1.0,0.91827831160221
25984,17,39068948,39128895,208,18,7352,2.4996,0.0062173,KRT23,1.0,0.91827831160221
3062,6,55004071,55157538,338,17,7970,2.4942,0.0063116,HCRTR2,1.0,0.91827831160221
6785,6,80614529,80692315,176,11,7804,2.4923,0.0063454,ELOVL4,1.0,0.91827831160221
29091,14,25268860,25554095,684,42,7995,2.4904,0.0063802,STXBP6,1.0,0.91827831160221
163255,19,38007273,38115080,121,11,7451,2.4857,0.0064655,ZNF540,1.0,0.91827831160221
2313,11,128521430,128693162,363,35,7838,2.4822,0.0065284,FLI1,1.0,0.91827831160221
2776,9,80325189,80681219,413,14,7613,2.4744,0.0066723,GNAQ,1.0,0.91827831160221
8671,4,72018003,72447804,446,25,7496,2.4729,0.0067004,SLC4A4,1.0,0.91827831160221
51276,19,38045155,38120673,85,8,7464,2.4707,0.0067417,ZNF571,1.0,0.91827831160221
6750,3,187376694,187423201,125,12,7964,2.4648,0.0068539,SST,1.0,0.91827831160221
1215,14,24964712,25012471,96,8,7819,2.4603,0.0069409,CMA1,1.0,0.91827831160221
339834,3,49200861,49305636,89,5,8094,2.458,0.0069849,CCDC36,1.0,0.91827831160221
170575,7,150378645,150431368,105,10,8077,2.4574,0.0069983,GIMAP1,1.0,0.91827831160221
3792,7,142628201,142694503,104,4,8042,2.4546,0.007052,KEL,1.0,0.91827831160221
10097,2,65419829,65508387,190,13,7978,2.4538,0.0070672,ACTR2,1.0,0.91827831160221
6886,1,47671962,47732938,112,12,7456,2.4535,0.0070735,TAL1,1.0,0.91827831160221
7425,7,100795790,100845862,85,9,7327,2.4491,0.0071613,VGF,1.0,0.91827831160221
79012,3,49885414,49942655,55,6,7542,2.4454,0.0072356,CAMKV,1.0,0.91827831160221
140290,21,33937151,33992845,118,14,8029,2.4442,0.0072583,TCP10L,1.0,0.91827831160221
10525,11,118904896,118962951,88,5,8020,2.4393,0.0073569,HYOU1,1.0,0.91827831160221
56252,14,75195025,75314013,154,10,8006,2.4312,0.0075237,YLPM1,1.0,0.91827831160221
55823,11,118903493,118962688,89,5,8008,2.4292,0.0075654,VPS11,1.0,0.91827831160221
26157,7,150347690,150400729,145,13,8119,2.4277,0.0075971,GIMAP2,1.0,0.91827831160221
25977,12,8199807,8260373,51,10,7087,2.4276,0.0075996,NECAP1,1.0,0.91827831160221
344892,3,187406047,187455345,120,8,7847,2.4259,0.0076357,RTP2,1.0,0.91827831160221
6240,11,4080791,4170116,206,12,7799,2.4248,0.0076582,RRM1,1.0,0.91827831160221
767,8,61091423,61228954,357,19,7956,2.4233,0.0076898,CA8,1.0,0.91827831160221
389015,2,103054173,103160433,398,17,8121,2.4214,0.0077301,SLC9A4,1.0,0.91827831160221
3145,11,118920587,118974259,87,6,7956,2.4212,0.0077355,HMBS,1.0,0.91827831160221
153572,5,2736279,2786769,130,11,7694,2.4205,0.00775,IRX2,1.0,0.91827831160221
7580,10,44129307,44179326,74,7,7876,2.4199,0.0077625,ZNF32,1.0,0.91827831160221
55630,8,145627798,145677279,64,3,7549,2.4146,0.0078764,SLC39A4,1.0,0.91827831160221
7020,6,10383419,10454797,107,18,7578,2.412,0.0079329,TFAP2A,1.0,0.91827831160221
10991,3,50207692,50268406,50,6,7001,2.4102,0.0079719,SLC38A3,1.0,0.91827831160221
166815,4,89997651,90046734,162,15,8034,2.4101,0.007975,TIGD2,1.0,0.91827831160221
375607,7,100803774,100858557,80,10,7263,2.4065,0.0080522,NAT16,1.0,0.91827831160221
26054,6,76276596,76437997,262,10,7726,2.4019,0.008156,SENP6,1.0,0.91827831160221
51160,8,145638984,145688946,67,3,7724,2.3981,0.0082411,VPS28,1.0,0.91827831160221
3763,21,38986778,39323741,734,57,7814,2.3954,0.0083021,KCNJ6,1.0,0.91827831160221
5685,15,78797747,78851562,102,5,7293,2.3854,0.0085309,PSMA4,1.0,0.91827831160221
11339,15,41591466,41659819,85,5,7664,2.3847,0.0085458,OIP5,1.0,0.91827831160221
84433,7,2935709,3118579,378,48,7241,2.3823,0.0086016,CARD11,1.0,0.91827831160221
338322,11,7971156,8020059,105,16,7853,2.3809,0.0086354,NLRP10,1.0,0.91827831160221
4293,14,71179243,71310912,302,15,8053,2.3806,0.0086433,MAP3K9,1.0,0.91827831160221
6671,7,21432689,21564440,218,22,7588,2.3791,0.0086765,SP4,1.0,0.91827831160221
8930,3,129139787,129194022,97,3,7795,2.3766,0.0087364,MBD4,1.0,0.91827831160221
51203,15,41589892,41683248,108,6,7749,2.3761,0.0087491,NUSAP1,1.0,0.91827831160221
55653,20,49376467,49503714,210,27,7233,2.3756,0.0087597,BCAS4,1.0,0.91827831160221
4485,3,49711380,49761196,45,5,7979,2.3751,0.0087726,MST1,1.0,0.91827831160221
6422,8,41109476,41201990,105,12,7491,2.3725,0.0088351,SFRP1,1.0,0.91827831160221
9480,18,55067917,55168530,159,17,7482,2.3706,0.0088804,ONECUT2,1.0,0.91827831160221
51144,11,43667108,43888169,359,15,8000,2.3704,0.0088851,HSD17B12,1.0,0.91827831160221
8665,11,7973867,8027718,109,17,7894,2.364,0.0090394,EIF3F,1.0,0.91827831160221
6427,17,74720197,74768493,15,4,7037,2.3632,0.0090598,SRSF2,1.0,0.91827831160221
6344,2,120187419,120317028,183,13,7664,2.3629,0.0090669,SCTR,1.0,0.91827831160221
9576,10,22599345,22716539,8,3,7763,2.3582,0.0091815,SPAG6,1.0,0.91827831160221
4796,8,145644163,145704871,68,4,7754,2.3546,0.0092721,TONSL,1.0,0.91827831160221
25828,22,36853083,36913072,164,15,7714,2.3542,0.0092816,TXN2,1.0,0.91827831160221
64129,1,32007086,32063290,62,10,7094,2.352,0.0093362,TINAGL1,1.0,0.91827831160221
10542,1,110933875,110985546,101,11,7853,2.3519,0.0093377,LAMTOR5,1.0,0.91827831160221
51289,5,33901491,33949023,43,4,7272,2.3514,0.0093505,RXFP3,1.0,0.91827831160221
116173,14,23811017,23858981,77,11,7529,2.3511,0.0093599,CMTM5,1.0,0.91827831160221
7514,2,61695069,61800440,124,6,7855,2.3489,0.0094157,XPO1,1.0,0.91827831160221
10278,14,23815609,23869842,86,14,7604,2.3469,0.0094644,EFS,1.0,0.91827831160221
11005,5,147408535,147526925,308,9,7946,2.3459,0.0094902,SPINK5,1.0,0.91827831160221
7094,9,35687334,35767392,59,7,8026,2.3457,0.0094944,TLN1,1.0,0.91827831160221
5592,10,52715911,54068110,3058,157,7781,2.3453,0.009505,PRKG1,1.0,0.91827831160221
285311,3,126876974,126927028,115,15,7979,2.3445,0.0095254,C3orf56,1.0,0.91827831160221
7276,18,29136730,29188987,71,4,7663,2.3435,0.0095515,TTR,1.0,0.91827831160221
89932,14,73669205,73751348,145,20,7929,2.3432,0.00956,PAPLN,1.0,0.91827831160221
29894,8,145608446,145669733,76,4,7433,2.3387,0.0096756,CPSF1,1.0,0.91827831160221
22992,11,66851740,67035553,19,1,6434,2.3374,0.0097093,KDM2A,1.0,0.91827831160221
7291,7,19029315,19192295,109,17,7316,2.3346,0.0097811,TWIST1,1.0,0.91827831160221
11274,22,18597758,18670164,64,9,6810,2.3344,0.0097876,USP18,1.0,0.91827831160221
51310,14,23805520,23857380,80,12,7534,2.3335,0.0098101,SLC22A17,1.0,0.91827831160221
55764,3,129123671,129249350,191,4,7699,2.3333,0.0098172,IFT122,1.0,0.91827831160221
64806,14,23807018,23855612,75,11,7569,2.333,0.009823,IL25,1.0,0.91827831160221
90288,3,129110164,129182494,115,4,7631,2.3325,0.0098385,EFCAB12,1.0,0.91827831160221
2904,12,13703684,14168022,978,65,7860,2.328,0.009955,GRIN2B,1.0,0.91827831160221
7475,2,219689546,219748954,22,3,7165,2.3231,0.010086,WNT6,1.0,0.91827831160221
135924,7,142713287,142759219,59,6,8043,2.3202,0.010164,OR9A2,1.0,0.91827831160221
26974,19,44879808,44940777,114,10,6906,2.3202,0.010165,ZNF285,1.0,0.91827831160221
81466,1,248150250,248196188,56,4,7168,2.3155,0.010292,OR2L5,1.0,0.91827831160221
94104,21,34096210,34179169,116,10,7969,2.3132,0.010355,PAXBP1,1.0,0.91827831160221
26534,14,22092066,22137998,152,16,7918,2.3116,0.010399,OR10G2,1.0,0.91827831160221
29800,16,67418322,67485339,20,4,6856,2.3085,0.010484,ZDHHC1,1.0,0.91827831160221
4602,6,135467453,135550311,115,12,7467,2.3067,0.010534,MYB,1.0,0.91827831160221
56301,19,33689570,33751756,75,14,6811,2.3018,0.010673,SLC7A10,1.0,0.91827831160221
2619,9,89549277,89597104,145,10,8031,2.3016,0.010678,GAS1,1.0,0.91827831160221
389151,3,138727873,138774768,64,4,7902,2.2921,0.01095,PRR23B,1.0,0.91827831160221
79605,1,230447392,230596674,305,23,7553,2.2919,0.010955,PGBD5,1.0,0.91827831160221
114825,5,159492889,159581452,95,9,7612,2.2915,0.010968,PWWP2A,1.0,0.91827831160221
100527949,7,150378645,150450737,163,13,8065,2.2886,0.01105,GIMAP1-GIMAP5,1.0,0.91827831160221
23315,20,48394250,48518779,269,18,7838,2.2866,0.011111,SLC9A8,1.0,0.91827831160221
101927147,2,240822058,240886838,235,24,7600,2.2858,0.011133,LOC101927147,1.0,0.91827831160221
57628,2,115164899,116613328,2289,88,7864,2.2805,0.011288,DPP10,1.0,0.91827831160221
10188,3,195580235,195670880,113,16,7248,2.2799,0.011306,TNK2,1.0,0.91827831160221
6128,12,112832994,112891647,23,4,7254,2.2797,0.011312,RPL6,1.0,0.91827831160221
155184,1,9053359,9121404,140,18,7370,2.276,0.011424,SLC2A7,1.0,0.91827831160221
83744,9,95597313,95675320,133,10,7721,2.2736,0.011495,ZNF484,1.0,0.91827831160221
80018,12,112454493,112581826,67,5,7232,2.2715,0.011557,NAA25,1.0,0.91827831160221
113277,17,41328865,41382061,60,1,7073,2.2714,0.011562,TMEM106A,1.0,0.91827831160221
346517,7,142714438,142760379,58,6,8054,2.2714,0.011562,OR6V1,1.0,0.91827831160221
7430,6,159176773,159275456,239,15,7332,2.2706,0.011586,EZR,1.0,0.91827831160221
402635,7,2504772,2551489,96,9,6843,2.2697,0.011614,GRIFIN,1.0,0.91827831160221
5781,12,112821536,112957717,56,6,7335,2.2693,0.011626,PTPN11,1.0,0.91827831160221
5771,18,12775477,12919337,268,19,7743,2.2681,0.011663,PTPN2,1.0,0.91827831160221
3033,4,108875870,108966331,166,8,7915,2.2672,0.011689,HADH,1.0,0.91827831160221
23199,16,85168152,85719812,629,94,7148,2.26,0.011911,GSE1,1.0,0.91827831160221
3270,19,49644455,49693686,84,6,7655,2.2568,0.01201,HRC,1.0,0.91827831160221
23192,2,242541775,242623272,5,1,6264,2.2513,0.012183,ATG4B,1.0,0.91827831160221
26686,14,22098297,22144238,153,14,8001,2.2502,0.012217,OR4E2,1.0,0.91827831160221
6334,12,51949050,52216648,252,12,7780,2.2489,0.01226,SCN8A,1.0,0.91827831160221
3376,9,94962489,95091038,128,8,7953,2.2484,0.012277,IARS,1.0,0.91827831160221
2889,9,134442157,134650364,452,23,7926,2.2477,0.012298,RAPGEF1,1.0,0.91827831160221
9153,15,45509428,45578132,218,7,7222,2.2452,0.012379,SLC28A2,1.0,0.91827831160221
84432,1,110958788,111009976,104,15,7793,2.2447,0.012393,PROK1,1.0,0.91827831160221
646498,3,49205069,49264291,56,4,8072,2.2439,0.01242,C3orf84,1.0,0.91827831160221
51185,3,3181317,3256401,118,11,7146,2.2428,0.012455,CRBN,1.0,0.91827831160221
55152,3,49042832,49093504,24,3,7923,2.242,0.012479,DALRD3,1.0,0.91827831160221
79832,11,32879792,33011816,138,13,8109,2.2417,0.01249,QSER1,1.0,0.91827831160221
388407,17,59454112,59500641,49,7,7088,2.2386,0.01259,C17orf82,1.0,0.91827831160221
54795,19,49626016,49725098,126,10,7500,2.2386,0.01259,TRPM4,1.0,0.91827831160221
92840,19,1456165,1507924,37,3,6613,2.2369,0.012646,REEP6,1.0,0.91827831160221
148223,19,1463200,1514555,37,3,6613,2.2369,0.012646,C19orf25,1.0,0.91827831160221
54854,19,49093857,49153098,60,9,6845,2.2356,0.012689,FAM83E,1.0,0.91827831160221
441061,5,16057474,16214897,160,17,7464,2.235,0.01271,MARCH11,1.0,0.91827831160221
10345,6,123527484,123993428,998,46,7779,2.2297,0.012884,TRDN,1.0,0.91827831160221
10488,9,35697317,35747005,30,5,8004,2.2258,0.013015,CREB3,1.0,0.91827831160221
6692,15,41101246,41159853,66,5,7788,2.2242,0.013068,SPINT1,1.0,0.91827831160221
5553,11,57144834,57206420,69,9,7924,2.224,0.013074,PRG2,1.0,0.91827831160221
205860,4,189002427,189065416,208,26,7140,2.2226,0.01312,TRIML2,1.0,0.91827831160221
89849,11,72490451,72563793,86,7,8035,2.2209,0.01318,ATG16L2,1.0,0.91827831160221
343641,20,2326554,2423399,361,30,7843,2.2192,0.013237,TGM6,1.0,0.91827831160221
148022,19,4805936,4866754,108,18,6745,2.2156,0.013359,TICAM1,1.0,0.91827831160221
389152,3,138750944,138798734,74,4,7945,2.2135,0.013433,PRR23C,1.0,0.91827831160221
57787,19,45719516,45818541,137,11,7442,2.2113,0.013508,MARK4,1.0,0.91827831160221
390748,16,88919746,88968068,50,3,6754,2.2102,0.013544,PABPN1L,1.0,0.91827831160221
2555,4,46236470,46427056,255,10,7955,2.2061,0.013689,GABRA2,1.0,0.91827831160221
100128905,2,174855014,174901886,80,8,7705,2.2017,0.013842,LOC100128905,1.0,0.91827831160221
93621,4,6606818,6654472,76,13,7060,2.2017,0.013845,MRFAP1,1.0,0.91827831160221
2330,1,146645884,146732390,164,13,7655,2.2012,0.01386,FMO5,1.0,0.91827831160221
64215,10,22035477,22327679,130,5,7799,2.2007,0.01388,DNAJC1,1.0,0.91827831160221
9827,9,35714277,35763264,29,6,8020,2.1977,0.013986,RGP1,1.0,0.91827831160221
6688,11,47366409,47435127,115,7,7556,2.1967,0.014021,SPI1,1.0,0.91827831160221
81796,8,70574110,70782299,362,30,7908,2.192,0.014189,SLCO5A1,1.0,0.91827831160221
132789,4,44684190,44763651,134,5,7241,2.1917,0.0142,GNPDA2,1.0,0.91827831160221
51103,15,41669547,41729658,73,5,7723,2.1904,0.014246,NDUFAF1,1.0,0.91827831160221
91252,11,47393683,47448051,93,7,7606,2.19,0.01426,SLC39A13,1.0,0.91827831160221
119548,10,118152424,118247469,136,11,7530,2.1892,0.01429,PNLIPRP3,1.0,0.91827831160221
1174,7,100762685,100814557,95,14,7536,2.1873,0.01436,AP1S1,1.0,0.91827831160221
344905,3,192982831,193131514,337,22,7677,2.1872,0.014364,ATP13A5,1.0,0.91827831160221
7462,7,73589087,73654164,9,1,7108,2.1868,0.014379,LAT2,1.0,0.91827831160221
80174,17,42750976,42839637,102,13,8043,2.1848,0.014452,DBF4B,1.0,0.91827831160221
145741,15,62324176,62373116,93,6,8044,2.1846,0.014459,C2CD4A,1.0,0.91827831160221
22835,19,38113386,38183129,87,9,7439,2.1838,0.014488,ZFP30,1.0,0.91827831160221
10961,12,112416152,112471024,68,4,7344,2.1831,0.014514,ERP29,1.0,0.91827831160221
51729,12,14927513,14991420,112,13,7914,2.1812,0.014585,WBP11,1.0,0.91827831160221
10578,2,85886414,85935967,107,8,7852,2.1796,0.014644,GNLY,1.0,0.91827831160221
6492,6,100822891,100947805,183,16,7956,2.178,0.014703,SIM1,1.0,0.91827831160221
9681,22,32114937,32313020,217,17,7853,2.1778,0.01471,DEPDC5,1.0,0.91827831160221
90332,19,45705879,45772469,75,8,7382,2.1775,0.014722,EXOC3L2,1.0,0.91827831160221
7027,13,114204003,114305788,119,5,7830,2.1771,0.014738,TFDP1,1.0,0.91827831160221
3955,7,2517163,2578811,81,11,6962,2.177,0.014741,LFNG,1.0,0.91827831160221
1646,10,5019967,5095225,194,19,7468,2.1769,0.014744,AKR1C2,1.0,0.91827831160221
10492,6,86307502,86388568,59,5,7747,2.1768,0.014748,SYNCRIP,1.0,0.91827831160221
51666,7,95080213,95179543,171,20,7749,2.1762,0.014769,ASB4,1.0,0.91827831160221
2876,3,49384609,49430791,49,4,8138,2.1753,0.014806,GPX1,1.0,0.91827831160221
4627,22,36667323,36819107,250,17,7259,2.1752,0.014808,MYH9,1.0,0.91827831160221
79570,1,31642592,31747734,215,10,7540,2.1727,0.014901,NKAIN1,1.0,0.91827831160221
89910,12,109880215,109984510,269,12,8074,2.1708,0.014973,UBE3B,1.0,0.91827831160221
1572,19,41585312,41644286,107,5,7427,2.1694,0.015028,CYP2F1,1.0,0.91827831160221
55766,12,14892270,14940936,117,10,7880,2.1685,0.015062,H2AFJ,1.0,0.91827831160221
91433,15,91463106,91516355,104,9,7374,2.1669,0.015121,RCCD1,1.0,0.91827831160221
147409,18,28921740,29003880,138,11,7806,2.1636,0.015247,DSG4,1.0,0.91827831160221
7060,5,79296170,79389111,188,11,7732,2.1633,0.015257,THBS4,1.0,0.91827831160221
1951,3,48663896,48735348,60,3,7621,2.1626,0.015286,CELSR3,1.0,0.91827831160221
90525,15,45449412,45528373,142,5,7494,2.1624,0.015293,SHF,1.0,0.91827831160221
4607,11,47342957,47409253,104,10,7575,2.1618,0.015316,MYBPC3,1.0,0.91827831160221
5982,7,73635832,73703788,44,4,7102,2.1615,0.015329,RFC2,1.0,0.91827831160221
54866,15,41097643,41156283,69,6,7702,2.1598,0.015396,PPP1R14D,1.0,0.91827831160221
