GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,symbol,P_bonf,P_fdr
5378,2,190613710,190752355,111,8,7606,2.7035,0.003431,PMS1,1.0,0.794265435
81552,7,55528303,55675200,212,16,7725,2.7005,0.0034622,VOPP1,1.0,0.794265435
926,2,87032460,87124047,73,7,7823,2.6962,0.0035072,CD8B,1.0,0.794265435
57171,9,131808383,131862717,28,3,6968,2.695,0.0035199,DOLPP1,1.0,0.794265435
27145,6,75994607,76238516,264,11,7973,2.6888,0.0035855,FILIP1,1.0,0.7990795802469136
5465,22,46511458,46649653,200,20,7524,2.6745,0.0037422,PPARA,1.0,0.8088995011764706
4588,11,1002824,1071706,122,15,7562,2.6727,0.0037621,MUC6,1.0,0.8088995011764706
6641,8,121537985,121860599,618,37,7647,2.6714,0.0037771,SNTB1,1.0,0.8088995011764706
5683,7,42946460,43006805,109,7,7826,2.6686,0.0038088,PSMA2,1.0,0.8088995011764706
518,2,176030986,176081490,71,6,7389,2.6467,0.0040645,ATP5G3,1.0,0.8531669069767442
387923,13,44912978,44981850,79,8,7771,2.6392,0.0041553,SERP2,1.0,0.8622008689655173
164284,20,57023503,57125405,144,26,7545,2.6334,0.0042268,APCDD1L,1.0,0.8670703818181819
26735,9,125402409,125448383,25,3,7214,2.6197,0.0044003,OR1L3,1.0,0.8815521361702127
9479,11,45872047,45938016,57,10,7300,2.6166,0.0044408,MAPK8IP1,1.0,0.8815521361702127
221416,6,43933337,43983695,115,15,7384,2.612,0.0045006,C6orf223,1.0,0.8815521361702127
25962,8,95490005,95600746,263,12,7919,2.6092,0.0045383,KIAA1429,1.0,0.8815521361702127
319089,14,38029941,38228563,423,16,7920,2.6068,0.0045699,TTC6,1.0,0.8815521361702127
261729,7,89806000,89876992,157,11,7867,2.6052,0.0045904,STEAP2,1.0,0.8815521361702127
6232,1,153928239,153974631,30,4,7669,2.5951,0.0047285,RPS27,1.0,0.8867400285714285
1990,12,51712227,51775463,99,11,7748,2.5882,0.0048237,CELA1,1.0,0.8867400285714285
51074,11,34893842,34972939,396,11,8033,2.5871,0.00484,APIP,1.0,0.8867400285714285
130733,2,39857638,39955103,93,3,7209,2.5859,0.0048564,TMEM178A,1.0,0.8867400285714285
3553,2,113577337,113629356,79,9,7996,2.5845,0.0048763,IL1B,1.0,0.8867400285714285
26737,9,125388995,125434927,51,8,7492,2.5812,0.0049223,OR1L1,1.0,0.8867400285714285
23508,14,71073504,71152077,147,28,7242,2.5731,0.0050393,TTC9,1.0,0.8867400285714285
58525,19,15522318,15595767,47,8,6791,2.565,0.0051581,WIZ,1.0,0.8867400285714285
10667,6,5226251,5781816,1118,85,7713,2.5634,0.0051821,FARS2,1.0,0.8867400285714285
93621,4,6606818,6654472,76,13,7075,2.5612,0.0052163,MRFAP1,1.0,0.8867400285714285
5290,3,178831311,178962500,200,13,7899,2.5542,0.0053214,PIK3CA,1.0,0.8867400285714285
6854,3,12147150,12243532,112,9,7876,2.5538,0.0053272,SYN2,1.0,0.8867400285714285
23012,12,27362078,27488892,265,21,7950,2.5495,0.0053937,STK38L,1.0,0.8867400285714285
115019,1,205872176,205947588,132,17,7823,2.5489,0.0054025,SLC26A9,1.0,0.8867400285714285
90850,16,2037653,2094822,103,12,7065,2.5486,0.0054077,ZNF598,1.0,0.8867400285714285
8050,11,34902677,35027675,462,12,8055,2.5472,0.0054292,PDHX,1.0,0.8867400285714285
64319,16,30640778,30692131,17,2,8080,2.5452,0.0054609,FBRS,1.0,0.8867400285714285
23118,6,149604436,149742747,354,15,7779,2.5426,0.0055016,TAB2,1.0,0.8867400285714285
9639,8,1737149,1916807,566,67,7504,2.5247,0.0057896,ARHGEF10,1.0,0.9038873147540983
147991,19,32861655,32986799,145,12,7596,2.5232,0.0058146,DPY19L3,1.0,0.9038873147540983
3638,7,155054486,155111945,83,11,6843,2.5231,0.0058165,INSIG1,1.0,0.9038873147540983
54433,4,110701666,110755893,82,7,7750,2.5211,0.0058493,GAR1,1.0,0.9038873147540983
8658,8,9377756,9649856,775,13,7807,2.5166,0.0059254,TNKS,1.0,0.9038873147540983
9856,6,24534332,24681383,309,26,7777,2.509,0.0060531,KIAA0319,1.0,0.9038873147540983
9791,8,97239167,97356774,163,15,7957,2.5086,0.0060601,PTDSS1,1.0,0.9038873147540983
353497,4,2063645,2278848,280,6,7130,2.5061,0.0061035,POLN,1.0,0.9038873147540983
78994,16,30627038,30677734,25,1,8066,2.5058,0.0061086,PRR14,1.0,0.9038873147540983
57594,14,23732844,23797862,58,11,7360,2.5058,0.0061087,HOMEZ,1.0,0.9038873147540983
2153,1,169471192,169590769,371,28,7742,2.4955,0.0062888,F5,1.0,0.9043952813186814
144245,12,38675557,38733528,94,3,7046,2.4899,0.0063895,ALG10B,1.0,0.9043952813186814
27173,1,153921575,153975660,34,4,7714,2.4886,0.0064126,SLC39A1,1.0,0.9043952813186814
23511,9,131674972,131779375,76,3,7831,2.4881,0.0064213,NUP188,1.0,0.9043952813186814
3360,5,147820595,148069090,385,20,7827,2.4873,0.0064361,HTR4,1.0,0.9043952813186814
152006,9,36326395,36522568,163,13,7767,2.482,0.0065323,RNF38,1.0,0.9043952813186814
6301,1,109721515,109790804,157,17,7897,2.4818,0.006536,SARS,1.0,0.9043952813186814
100862671,16,30716512,30766517,8,1,8414,2.4788,0.0065919,TMEM265,1.0,0.9043952813186814
51130,2,53887117,54049146,320,16,8008,2.4733,0.0066938,ASB3,1.0,0.9043952813186814
7079,3,12184568,12235851,53,6,7885,2.4684,0.0067856,TIMP4,1.0,0.9043952813186814
79846,7,89839488,89950377,172,12,7663,2.4655,0.0068406,CFAP69,1.0,0.9043952813186814
101927503,11,1014884,1065749,81,13,7502,2.4626,0.0068975,LOC101927503,1.0,0.9043952813186814
100302652,2,53887430,54122170,457,19,8032,2.4603,0.0069417,GPR75-ASB3,1.0,0.9043952813186814
3080,1,196877888,196938356,71,6,7751,2.4558,0.007028,CFHR2,1.0,0.9043952813186814
91419,12,58300324,58361052,63,3,7533,2.4469,0.0072037,XRCC6BP1,1.0,0.9043952813186814
51224,18,44548943,44596988,74,6,7797,2.4439,0.0072651,TCEB3B,1.0,0.9043952813186814
5261,16,30724574,30782497,13,2,8413,2.4431,0.0072799,PHKG2,1.0,0.9043952813186814
23429,3,72413744,72530774,136,17,7682,2.4426,0.0072904,RYBP,1.0,0.9043952813186814
345193,4,110734340,110803471,121,7,7673,2.4419,0.0073046,LRIT3,1.0,0.9043952813186814
55616,1,23745056,23845750,102,10,7567,2.4415,0.0073128,ASAP3,1.0,0.9043952813186814
4061,8,144064902,144113827,53,3,6983,2.44,0.0073429,LY6E,1.0,0.9043952813186814
7373,8,121102347,121394273,439,29,7874,2.4393,0.0073573,COL14A1,1.0,0.9043952813186814
389383,6,35709343,35757329,120,10,7545,2.4361,0.0074229,CLPSL2,1.0,0.9043952813186814
2912,3,51706081,51762629,13,3,7375,2.4337,0.007473,GRM2,1.0,0.9043952813186814
10847,16,30674571,30761450,20,1,8224,2.4307,0.0075353,SRCAP,1.0,0.9043952813186814
57535,1,109621585,109759403,217,21,7813,2.43,0.0075503,KIAA1324,1.0,0.9043952813186814
55133,2,45605819,45873434,464,25,7442,2.426,0.0076328,SRBD1,1.0,0.9043952813186814
84206,15,82324119,82373484,81,16,7638,2.4248,0.0076578,MEX3B,1.0,0.9043952813186814
57472,5,179886412,180015358,303,14,7583,2.4236,0.0076845,CNOT6,1.0,0.9043952813186814
115509,16,30603879,30657096,28,2,8054,2.4188,0.0077869,ZNF689,1.0,0.9043952813186814
340204,6,35713831,35765841,113,9,7537,2.4183,0.0077972,CLPSL1,1.0,0.9043952813186814
10899,1,153936745,153986096,31,4,7619,2.4177,0.0078085,JTB,1.0,0.9043952813186814
730183,16,30699025,30744810,13,1,8125,2.4162,0.0078418,LOC730183,1.0,0.9043952813186814
94101,2,190624993,190684097,53,3,7894,2.4137,0.0078954,ORMDL1,1.0,0.9043952813186814
22978,10,104837774,104988063,226,11,8066,2.4107,0.0079616,NT5C2,1.0,0.9043952813186814
27031,3,132389453,132476303,90,15,7773,2.4093,0.007992,NPHP3,1.0,0.9043952813186814
83787,7,102680174,102750210,36,6,7789,2.4024,0.0081445,ARMC10,1.0,0.9043952813186814
163087,19,37673828,37744828,64,7,7604,2.3988,0.0082249,ZNF383,1.0,0.9043952813186814
138799,9,107350738,107396694,187,7,7412,2.3981,0.0082406,OR13C5,1.0,0.9043952813186814
389792,9,131927831,131975540,52,7,7823,2.3894,0.0084379,IER5L,1.0,0.9043952813186814
80067,2,172255761,172351562,150,8,8064,2.3877,0.0084776,DCAF17,1.0,0.9043952813186814
64172,2,190601386,190663020,54,3,7784,2.3827,0.008592,OSGEPL1,1.0,0.9043952813186814
3995,11,61630998,61694006,87,13,7180,2.3825,0.0085988,FADS3,1.0,0.9043952813186814
347169,9,125380858,125426814,85,13,7691,2.3823,0.0086028,OR1B1,1.0,0.9043952813186814
1870,1,23822920,23892712,69,11,7285,2.3823,0.008603,E2F2,1.0,0.9043952813186814
7023,16,4297187,4358001,80,6,7655,2.3807,0.0086401,TFAP4,1.0,0.9043952813186814
101927401,1,228539180,228589500,72,6,7858,2.3805,0.0086451,LOC101927401,1.0,0.9043952813186814
133686,5,36182694,36277258,78,4,7355,2.38,0.0086574,NADK2,1.0,0.9043952813186814
392376,9,107356952,107402908,185,8,7394,2.3768,0.0087319,OR13C2,1.0,0.9043952813186814
10236,1,23625953,23706143,77,6,7767,2.3744,0.0087892,HNRNPR,1.0,0.9043952813186814
92285,19,37662481,37736632,63,7,7773,2.3729,0.0088243,ZNF585B,1.0,0.9043952813186814
3059,3,121340246,121414791,139,13,8099,2.3727,0.0088287,HCLS1,1.0,0.9043952813186814
1583,15,74620103,74695081,91,9,7540,2.3718,0.0088503,CYP11A1,1.0,0.9043952813186814
11044,5,6679076,6767161,176,13,7874,2.3694,0.0089094,PAPD7,1.0,0.9043952813186814
54847,3,113216218,113358422,238,20,7768,2.3659,0.0089932,SIDT1,1.0,0.9043952813186814
1952,1,109757641,109828378,108,15,7615,2.3646,0.0090238,CELSR2,1.0,0.9043952813186814
22845,9,131697809,131745012,25,1,8227,2.3615,0.0091,DOLK,1.0,0.9043952813186814
83473,18,44462565,44638614,251,14,7979,2.3614,0.0091036,KATNAL2,1.0,0.9043952813186814
80099,7,47799889,47869445,233,22,8053,2.3608,0.0091174,C7orf69,1.0,0.9043952813186814
7265,5,159401156,159502550,125,9,7775,2.3608,0.0091181,TTC1,1.0,0.9043952813186814
54822,15,50839351,51014012,382,12,8063,2.3547,0.0092686,TRPM7,1.0,0.9126389681742043
162699,18,44544573,44591449,64,5,7841,2.3508,0.009367,TCEB3C,1.0,0.9126389681742043
728929,18,44538658,44585298,64,6,7824,2.3428,0.009569,TCEB3CL,1.0,0.9126389681742043
55210,1,1412523,1480067,5,1,7014,2.3415,0.0096039,ATAD3A,1.0,0.9126389681742043
222662,6,35738071,35801852,83,7,7320,2.3409,0.0096198,LHFPL5,1.0,0.9126389681742043
1033,14,54828657,54896936,116,10,7372,2.3386,0.0096787,CDKN3,1.0,0.9126389681742043
150678,2,241055980,241110764,99,13,7500,2.3357,0.0097522,MYEOV2,1.0,0.9126389681742043
339453,1,1460158,1510740,35,2,6844,2.3337,0.0098048,TMEM240,1.0,0.9126389681742043
4684,11,112796969,113159158,652,31,7870,2.3334,0.009813,NCAM1,1.0,0.9126389681742043
29101,1,1467053,1545262,37,2,6838,2.3331,0.0098206,SSU72,1.0,0.9126389681742043
478,19,42460628,42533428,23,5,7024,2.3292,0.0099249,ATP1A3,1.0,0.9126389681742043
8314,3,52425020,52479121,21,4,7568,2.3283,0.0099475,BAP1,1.0,0.9126389681742043
51251,7,33043725,33137409,220,9,7879,2.3268,0.0099886,NT5C3A,1.0,0.9126389681742043
10525,11,118904896,118962951,88,5,8034,2.3219,0.010118,HYOU1,1.0,0.9126389681742043
200186,1,153910148,153966132,38,4,7809,2.3198,0.010176,CRTC2,1.0,0.9126389681742043
55823,11,118903493,118962688,89,5,8022,2.3195,0.010185,VPS11,1.0,0.9126389681742043
64926,19,15552435,15610382,52,8,6791,2.3183,0.010217,RASAL3,1.0,0.9126389681742043
126,4,100247649,100308917,318,14,7475,2.3168,0.010257,ADH1C,1.0,0.9126389681742043
1663,12,31191779,31267733,117,5,7167,2.3131,0.010358,DDX11,1.0,0.9126389681742043
390081,11,5870523,5916461,205,8,8132,2.3097,0.010452,OR52E4,1.0,0.9126389681742043
8535,17,77796955,77848222,84,11,7426,2.3091,0.010468,CBX4,1.0,0.9126389681742043
137075,8,8524666,8571617,171,9,7815,2.3091,0.010468,CLDN23,1.0,0.9126389681742043
100506888,18,44532731,44579607,60,6,7841,2.3036,0.010622,TCEB3CL2,1.0,0.9126389681742043
254295,9,131648174,131714322,48,4,7475,2.3017,0.010675,PHYHD1,1.0,0.9126389681742043
6338,16,23278591,23402620,136,15,7169,2.3011,0.010693,SCNN1B,1.0,0.9126389681742043
55779,3,112995777,113195986,329,13,7775,2.2968,0.010816,CFAP44,1.0,0.9126389681742043
55020,22,46628861,46699905,130,5,7807,2.2956,0.010848,TTC38,1.0,0.9126389681742043
390079,11,5867979,5913932,210,8,8135,2.2916,0.010964,OR52E8,1.0,0.9126389681742043
2956,2,47975221,48044092,119,13,7748,2.2897,0.01102,MSH6,1.0,0.9126389681742043
1579,1,47384846,47442156,78,6,7600,2.2866,0.011109,CYP4A11,1.0,0.9126389681742043
10343,22,46641560,46694277,99,4,7753,2.286,0.011127,PKDREJ,1.0,0.9126389681742043
8323,8,104275661,104355094,170,13,8021,2.2771,0.011391,FZD6,1.0,0.9126389681742043
64924,5,68354776,68436899,205,16,7891,2.2766,0.011405,SLC30A5,1.0,0.9126389681742043
27147,7,140208220,140376285,229,15,7645,2.2754,0.01144,DENND2A,1.0,0.9126389681742043
400830,20,203377,251737,161,9,7733,2.2747,0.011463,DEFB132,1.0,0.9126389681742043
54509,12,122205660,122266594,88,7,7712,2.2743,0.011474,RHOF,1.0,0.9126389681742043
150709,2,190504018,190635919,102,5,7744,2.2727,0.011521,ANKAR,1.0,0.9126389681742043
5872,1,153944093,153993853,33,4,7688,2.27,0.011604,RAB13,1.0,0.9126389681742043
10816,20,44131101,44179264,64,4,7802,2.2687,0.011643,SPINT3,1.0,0.9126389681742043
51368,3,51670191,51748339,11,2,7748,2.2685,0.01165,TEX264,1.0,0.9126389681742043
657,10,88481396,88694945,324,12,7812,2.2682,0.011658,BMPR1A,1.0,0.9126389681742043
7021,6,50751439,50825326,128,15,7716,2.2665,0.01171,TFAP2B,1.0,0.9126389681742043
60490,15,75280927,75353067,131,10,7413,2.2649,0.011758,PPCDC,1.0,0.9126389681742043
54893,15,31210854,31318807,212,15,7782,2.2596,0.011922,MTMR10,1.0,0.9126389681742043
57600,4,159655182,159839202,147,3,7848,2.2593,0.011933,FNIP2,1.0,0.9126389681742043
3965,17,25923174,25986586,105,6,7742,2.2579,0.011976,LGALS9,1.0,0.9126389681742043
146802,17,19571626,19657990,109,9,7879,2.257,0.012004,SLC47A2,1.0,0.9126389681742043
55532,1,220077606,220136993,122,12,7773,2.255,0.012067,SLC30A10,1.0,0.9126389681742043
3646,8,109203972,109295959,183,7,8098,2.252,0.01216,EIF3E,1.0,0.9126389681742043
79828,2,172163912,172326312,186,14,8009,2.2479,0.012291,METTL8,1.0,0.9126389681742043
25981,3,52315335,52444513,97,4,8025,2.2472,0.012312,DNAH1,1.0,0.9126389681742043
64902,5,34988206,35083293,200,22,7692,2.2447,0.012393,AGXT2,1.0,0.9126389681742043
55591,12,95576522,95706566,311,19,8097,2.2416,0.012493,VEZT,1.0,0.9126389681742043
57575,4,134035470,134122732,106,7,7465,2.2416,0.012494,PCDH10,1.0,0.9126389681742043
56853,18,34813003,35181000,662,66,7769,2.2395,0.012561,CELF4,1.0,0.9126389681742043
170692,16,77306025,77504011,739,40,7603,2.2389,0.012582,ADAMTS18,1.0,0.9126389681742043
414918,22,50740392,50800517,11,1,7177,2.236,0.012674,DENND6B,1.0,0.9126389681742043
3613,18,11946427,12040885,327,25,7343,2.2358,0.012682,IMPA2,1.0,0.9126389681742043
138802,9,107296449,107342411,79,10,7901,2.2352,0.012703,OR13C8,1.0,0.9126389681742043
150383,22,46629910,46681193,101,5,7929,2.2297,0.012884,CDPF1,1.0,0.9126389681742043
10227,4,2922288,2971586,71,7,7757,2.2295,0.012889,MFSD10,1.0,0.9126389681742043
140870,20,44152836,44203134,183,4,7987,2.2294,0.012893,WFDC6,1.0,0.9126389681742043
23067,12,122206879,122280562,96,7,7638,2.2293,0.012898,SETD1B,1.0,0.9126389681742043
644844,15,40608234,40658635,64,14,6856,2.2291,0.012902,PHGR1,1.0,0.9126389681742043
55885,12,16691306,16796148,87,18,7769,2.2289,0.01291,LMO3,1.0,0.9126389681742043
79004,10,104173002,104227423,61,14,7755,2.2263,0.012996,CUEDC2,1.0,0.9126389681742043
9810,16,30737933,30797628,15,2,8312,2.2255,0.013022,RNF40,1.0,0.9126389681742043
54986,3,41278090,42091080,1653,22,7858,2.2197,0.013219,ULK4,1.0,0.9126389681742043
574537,4,70444135,70540360,315,21,7882,2.2196,0.013224,UGT2A2,1.0,0.9126389681742043
3145,11,118920587,118974259,87,6,7969,2.2195,0.013227,HMBS,1.0,0.9126389681742043
286362,9,107369529,107415485,142,8,7436,2.2174,0.013297,OR13C9,1.0,0.9126389681742043
6729,14,35416901,35508773,301,12,8042,2.2167,0.013324,SRP54,1.0,0.9126389681742043
148327,1,153905315,153956840,40,3,7893,2.2166,0.013326,CREB3L4,1.0,0.9126389681742043
3426,4,110651848,110758381,140,10,7609,2.2153,0.013369,CFI,1.0,0.9126389681742043
3108,6,32906391,32955900,31,7,7448,2.2145,0.013398,HLA-DMA,1.0,0.9126389681742043
6046,6,32901437,32959282,31,7,7448,2.2145,0.013398,BRD2,1.0,0.9126389681742043
3109,6,32892406,32943847,31,7,7448,2.2145,0.013398,HLA-DMB,1.0,0.9126389681742043
7204,5,14108817,14520313,645,32,7850,2.2126,0.013464,TRIO,1.0,0.9126389681742043
10368,16,24231874,24383737,345,46,7629,2.2123,0.013472,CACNG3,1.0,0.9126389681742043
85315,6,52191926,52282575,226,39,7730,2.2117,0.013495,PAQR8,1.0,0.9126389681742043
5727,9,98195264,98314247,179,10,7940,2.2088,0.013594,PTCH1,1.0,0.9126389681742043
55585,1,154511051,154566138,78,11,7875,2.2075,0.01364,UBE2Q1,1.0,0.9126389681742043
55858,4,56227080,56302342,151,10,7874,2.2041,0.01376,TMEM165,1.0,0.9126389681742043
116337,11,124446453,124500252,28,7,7619,2.2024,0.013817,PANX3,1.0,0.9126389681742043
100526773,20,44154919,44211065,189,4,7986,2.2018,0.01384,EPPIN-WFDC6,1.0,0.9126389681742043
11328,7,32962005,33056543,124,15,7727,2.1962,0.014039,FKBP9,1.0,0.9126389681742043
56894,21,45250116,45417475,286,19,7479,2.1934,0.014139,AGPAT3,1.0,0.9126389681742043
55024,4,102676764,103005969,502,22,7808,2.1925,0.01417,BANK1,1.0,0.9126389681742043
140832,20,44223385,44269831,138,9,7934,2.1901,0.014258,WFDC10A,1.0,0.9126389681742043
4277,6,31427054,31488901,137,14,6878,2.1873,0.014361,MICB,1.0,0.9126389681742043
2246,5,141961743,142112635,185,24,7555,2.1868,0.014378,FGF1,1.0,0.9126389681742043
79571,7,127210682,127260654,75,8,7798,2.1864,0.014391,GCC1,1.0,0.9126389681742043
79905,16,18960256,19085264,193,10,7710,2.1864,0.014392,TMC7,1.0,0.9126389681742043
1836,5,149305300,149376963,103,14,7767,2.1854,0.014432,SLC26A2,1.0,0.9126389681742043
4913,16,2079816,2132931,35,8,7005,2.1844,0.014465,NTHL1,1.0,0.9126389681742043
123591,15,76317299,76507304,304,30,7842,2.1802,0.014622,C15orf27,1.0,0.9126389681742043
283869,16,2034521,2080756,105,10,7173,2.1778,0.014709,NPW,1.0,0.9126389681742043
100130451,2,214131277,214183929,94,3,7486,2.1775,0.014723,LOC100130451,1.0,0.9126389681742043
